OccID,Latitude,Longitude,CountryID_DisplayEng,PROVINCE
123183,45.65,-52.1,INTERNATIONAL WATERS,
122852,48,-50,CANADA,
122688,58,-40,INTERNATIONAL WATERS,
122412,48,-50,CANADA,
121161,55.51666667,-57.01666667,INTERNATIONAL WATERS,
120904,61,-30,INTERNATIONAL WATERS,
120800,59,-60,INTERNATIONAL WATERS,
120543,52.61666667,-45.88333333,INTERNATIONAL WATERS,
120365,48,-48,INTERNATIONAL WATERS,
120364,42.5,-60,INTERNATIONAL WATERS,
117912,23.51057778,-75.21741111,BAHAMAS,
117833,55.51666667,-57.01666667,INTERNATIONAL WATERS,
116135,48,-50,INTERNATIONAL WATERS,
115969,-10,-140,INTERNATIONAL WATERS,
115879,57,-38,INTERNATIONAL WATERS,
114920,49.31666667,-40,INTERNATIONAL WATERS,
114768,51,-30,INTERNATIONAL WATERS,
114748,56,-37,INTERNATIONAL WATERS,
114133,52,-40,INTERNATIONAL WATERS,
113663,53.08333333,-54,INTERNATIONAL WATERS,
112880,48,-50,INTERNATIONAL WATERS,
112020,40.4093,49.8671,AZERBAIJAN,
111795,45,-40,INTERNATIONAL WATERS,
111690,47.33333333,-32,INTERNATIONAL WATERS,
111688,55,-39,INTERNATIONAL WATERS,
111551,61,-43,CANADA,
110403,49,-33,CANADA,
109141,19.43333333,-99.06666667,MEXICO,
108634,56.31666667,-58.08333333,INTERNATIONAL WATERS,
108605,51,-50,INTERNATIONAL WATERS,
107103,45,-42,CANADA,
106932,46.75,-48.76666667,INTERNATIONAL WATERS,
106409,-35,151,AUSTRALIA,
106064,50.33333333,-33,CANADA,
105902,52,-47,INTERNATIONAL WATERS,
105761,47.33333333,-46.16666667,CANADA,
105244,38.76666667,-27.1,AZORES,
105112,53.5,-46,CANADA,
104850,51.83333333,-8.48333333,IRELAND,
104356,57.45,-36.5,CANADA,
104209,42.25,-63,INTERNATIONAL WATERS,
104112,49,-50,INTERNATIONAL WATERS,
101903,51,-49.85,INTERNATIONAL WATERS,
101831,25.06666667,-121.2333333,TAIWAN,
101788,62,-40,INTERNATIONAL WATERS,
101784,23,-87,MEXICO,
101533,58,-16,INTERNATIONAL WATERS,
101374,61,-30,CANADA,
101160,49,-43,INTERNATIONAL WATERS,
100639,51.46666667,-46.46666667,CANADA,
100110,64.2,-51.68333333,GREENLAND,
100096,44.11666667,-52.81666667,CANADA,
100057,45.66666667,-50.83333333,CANADA,
99876,71,-60,INTERNATIONAL WATERS,
99201,45.83333333,-52,INTERNATIONAL WATERS,
98346,64,-45,CANADA,
98091,50,-39.58333333,CANADA,
98046,60,-35,INTERNATIONAL WATERS,
98044,48.16666667,-40,INTERNATIONAL WATERS,
97609,54.75,-55.83333333,INTERNATIONAL WATERS,
97302,47,-50,INTERNATIONAL WATERS,
97135,33.5,-77.31666667,UNITED STATES,
96547,40,-60,CANADA,
95788,62,-39,INTERNATIONAL WATERS,
95265,49,-40,INTERNATIONAL WATERS,
95022,56,-45,CANADA,
94755,30.75,-6.91666667,MOROCCO,
94737,52.5,-45,CANADA,
94595,49.5,-50,CANADA,
94147,45.66666667,-53,INTERNATIONAL WATERS,
94049,48,-50,INTERNATIONAL WATERS,
93720,51,-40,CANADA,
93530,50,-39,INTERNATIONAL WATERS,
93070,60,-50,INTERNATIONAL WATERS,
93049,51,-30,INTERNATIONAL WATERS,
93047,60,-40,INTERNATIONAL WATERS,
92419,58.5,-45,CANADA,
91587,48,-50,CANADA,
90235,45,-40,INTERNATIONAL WATERS,
89857,50,-30,INTERNATIONAL WATERS,
89455,54.83333333,-30.16666667,INTERNATIONAL WATERS,
89255,48,-50,CANADA,
89210,46,-44,CANADA,
88768,55,-50,INTERNATIONAL WATERS,
88316,11,-61,TRINIDAD AND TOBAGO,
88276,54.56666667,-45.46666667,INTERNATIONAL WATERS,
88193,49.5,-45,INTERNATIONAL WATERS,
87964,54.83333333,-51.16666667,INTERNATIONAL WATERS,
86763,51.83333333,-47,INTERNATIONAL WATERS,
86400,57,-40,INTERNATIONAL WATERS,
86356,49.26666667,-40,INTERNATIONAL WATERS,
86126,50,-50.5,INTERNATIONAL WATERS,
85056,58,-50,INTERNATIONAL WATERS,
83443,54.61666667,-55.86666667,INTERNATIONAL WATERS,
82779,55,-20,INTERNATIONAL WATERS,
82341,46,-40,INTERNATIONAL WATERS,
81093,23,-107,MEXICO,
81057,59.28333333,-39.25,INTERNATIONAL WATERS,
80899,56.5,-54.5,INTERNATIONAL WATERS,
80893,-67.56666667,-68.11666667,ANTARCTICA,
80274,49.71666667,-43.73333333,INTERNATIONAL WATERS,
80103,57,-50,INTERNATIONAL WATERS,
80021,67,-56.3,INTERNATIONAL WATERS,
79668,46,-56.16666667,INTERNATIONAL WATERS,
78255,22,-72,TURKS & CAICOS IS (BRITISH OVERSEAS TERRITORY),
78124,46,-50,INTERNATIONAL WATERS,
77689,46,-50,INTERNATIONAL WATERS,
76607,55.78333333,-36.4,INTERNATIONAL WATERS,
75813,49.5,-51.33333333,INTERNATIONAL WATERS,
75601,55.66666667,-46,INTERNATIONAL WATERS,
75467,50.08333333,-34.86666667,INTERNATIONAL WATERS,
75413,58,-44,INTERNATIONAL WATERS,
75378,13.7563,100.5018,THAILAND,
75279,56,-30,INTERNATIONAL WATERS,
74655,53.3498,-6.2603,IRELAND,
74207,19.4326,-99.1332,MEXICO,
73976,54.61666667,-55.86666667,INTERNATIONAL WATERS,
73555,18,-63,NETHERLANDS ANTILLES,
73308,19.4326,-99.1332,MEXICO,
73084,50,-49,INTERNATIONAL WATERS,
72914,52,-40,INTERNATIONAL WATERS,
72387,23.5,-65.8,BAHAMAS,
72300,47,-50,INTERNATIONAL WATERS,
72012,-15,54,UNITED ARAB EMIRATES,
68983,39,148.5,INTERNATIONAL WATERS,
68019,53,-50,INTERNATIONAL WATERS,
67777,53,-40,CANADA,
67365,50,-40,INTERNATIONAL WATERS,
67081,54,-50,INTERNATIONAL WATERS,
66832,44.76666667,-29.03333333,INTERNATIONAL WATERS,
66250,47,-40,INTERNATIONAL WATERS,
65538,58,-50,INTERNATIONAL WATERS,
65407,55.08333333,-49,INTERNATIONAL WATERS,
65222,25,-97,MEXICO,
65148,25.03333333,-77.46666667,BAHAMAS,
65141,50,-145,INTERNATIONAL WATERS,
64955,69,-60,GREENLAND,
64787,51,-15,INTERNATIONAL WATERS,
63381,80.36666667,-104.5666667,CANADA,
63312,59.76666667,-33,INTERNATIONAL WATERS,
63273,61,-40,GREENLAND,
63249,45.66666667,-50.63333333,INTERNATIONAL WATERS,
63248,61,-40,GREENLAND,
63234,54.5,-55.75,INTERNATIONAL WATERS,
63215,52,-50,INTERNATIONAL WATERS,
63181,42.2,-66.5,UNITED STATES,
63176,53,-50,INTERNATIONAL WATERS,
63174,61,-40,GREENLAND,
63135,45.55,-60,INTERNATIONAL WATERS,
63114,48,-50,INTERNATIONAL WATERS,
63110,61,-40,GREENLAND,
63090,52,-50,INTERNATIONAL WATERS,
63078,48.25,-47,INTERNATIONAL WATERS,
62899,54.78333333,3.13333333,NETHERLANDS,
61515,33.83333333,-5.83333333,FRANCE,
61250,50,-50,INTERNATIONAL WATERS,
61241,58,-40,INTERNATIONAL WATERS,
61218,49,-40,INTERNATIONAL WATERS,
61197,55.33333333,-50,INTERNATIONAL WATERS,
61185,51.58333333,-47.5,INTERNATIONAL WATERS,
61184,55,-40.83333333,INTERNATIONAL WATERS,
61162,47,-50,INTERNATIONAL WATERS,
61160,61.08333333,-37,GREENLAND,
61140,48,-50,INTERNATIONAL WATERS,
61090,60,-30,INTERNATIONAL WATERS,
61087,48,-50.5,INTERNATIONAL WATERS,
61072,47,-30,INTERNATIONAL WATERS,
61062,57,-30,INTERNATIONAL WATERS,
61051,49,-50,INTERNATIONAL WATERS,
61040,57,-30,INTERNATIONAL WATERS,
61022,45,-45,INTERNATIONAL WATERS,
60989,52,-40,INTERNATIONAL WATERS,
60727,-12.01666667,-77.1,PERU,
60563,50,-40,INTERNATIONAL WATERS,
59283,53,-54,CANADA,
59233,51,-40,INTERNATIONAL WATERS,
59216,64,-40,INTERNATIONAL WATERS,
59207,62,-50,INTERNATIONAL WATERS,
59189,48,-33,INTERNATIONAL WATERS,
59155,61.5,-33.66666667,INTERNATIONAL WATERS,
59120,61,-45,INTERNATIONAL WATERS,
59054,52,-30,INTERNATIONAL WATERS,
58427,49.36666667,-130.0166667,INTERNATIONAL WATERS,
57591,47,-50,INTERNATIONAL WATERS,
57582,58,-45,INTERNATIONAL WATERS,
57577,54.61666667,-55.86666667,INTERNATIONAL WATERS,
57570,41,-60,INTERNATIONAL WATERS,
57567,57,-40,INTERNATIONAL WATERS,
57546,57,-59,INTERNATIONAL WATERS,
57535,50,-50,INTERNATIONAL WATERS,
57521,48,-50,INTERNATIONAL WATERS,
57503,55,-45,INTERNATIONAL WATERS,
57420,53,-15,INTERNATIONAL WATERS,
56810,50,-145,INTERNATIONAL WATERS,
56138,49,-40,INTERNATIONAL WATERS,
56137,62,-40,GREENLAND,
56133,60,-40,INTERNATIONAL WATERS,
56126,55,-30,INTERNATIONAL WATERS,
56111,52,-50,INTERNATIONAL WATERS,
56101,64,-50,INTERNATIONAL WATERS,
56083,46.83333333,-50.53333333,INTERNATIONAL WATERS,
56073,57,-40,INTERNATIONAL WATERS,
56063,51,-54,INTERNATIONAL WATERS,
55030,38.2,41.65,TURKEY,
54865,48,-33,INTERNATIONAL WATERS,
54862,55,-40,INTERNATIONAL WATERS,
54861,61,-40,INTERNATIONAL WATERS,
54856,52,-30,INTERNATIONAL WATERS,
54844,59,-40,INTERNATIONAL WATERS,
54825,55.51666667,-57.01666667,INTERNATIONAL WATERS,
54823,55,-50,INTERNATIONAL WATERS,
54815,47.5,-50,INTERNATIONAL WATERS,
54792,59,-50,INTERNATIONAL WATERS,
54748,61,-50,INTERNATIONAL WATERS,
54743,54.5,-56,INTERNATIONAL WATERS,
54733,61.33333333,-38,INTERNATIONAL WATERS,
54732,50,-52,INTERNATIONAL WATERS,
53713,61,-40,INTERNATIONAL WATERS,
45305,25.0343,-77.3963,BAHAMAS,
158975,48,-50,INTERNATIONAL WATERS,
158643,4.70305556,-74.13833333,COLOMBIA,
158435,53.42138889,-6.27,IRELAND,
158212,18.04083333,-63.10888889,NETHERLANDS ANTILLES,
158190,50,-145,INTERNATIONAL WATERS,
158106,35.3312,139.7811111,JAPAN,
157972,49.91666667,-50.5,CANADA,
157955,50,-145,INTERNATIONAL WATERS,
157871,48,-50,CANADA,
157487,48,-50,INTERNATIONAL WATERS,
157361,48,-50,INTERNATIONAL WATERS,
157349,51.86380556,-32.09761111,INTERNATIONAL WATERS,
157294,38.78138889,-9.13583333,PORTUGAL,
157213,35.76527778,140.3855556,JAPAN,
157030,21.01683889,-86.37352222,MEXICO,
157012,48,-50,INTERNATIONAL WATERS,
156932,48,-50,INTERNATIONAL WATERS,
156810,55,-40,CANADA,
156800,29.52526111,-73.99895556,INTERNATIONAL WATERS,
156795,24.04,-86.15833333,INTERNATIONAL WATERS,
156628,73.73333333,-0.48638889,INTERNATIONAL WATERS,
156607,37.01444444,-7.96583333,PORTUGAL,
156467,45.88333333,-56.83333333,CANADA,
156410,4.70305556,-74.13833333,COLOMBIA,
156356,54.66593611,6.99246944,GERMANY,
155962,46,-35,CANADA,
155734,52,-35,CANADA,
155726,46.36196944,-127.3595111,INTERNATIONAL WATERS,
155687,54.04,-37.06,CANADA,
155457,4.70305556,-74.13833333,COLOMBIA,
155442,54.45726111,7.97066111,GERMANY,
154821,57.43333333,-34.36666667,CANADA,
154406,-2.78E-06,2.78e-06,UNKNOWN,
154392,53.63027778,9.98833333,GERMANY,
154298,45.81666667,-52.86666667,CANADA,
153786,50,-20,INTERNATIONAL WATERS,
153391,41.13472222,11.00055556,SPAIN,
153257,35.76527778,140.3855556,JAPAN,
153127,37.014425,-7.96591,SPAIN,
153098,53.42138889,-6.27,IRELAND,
153088,53.42138889,-6.27,IRELAND,
152730,62,-40,CANADA,
152726,26.78236944,-77.54530833,BAHAMAS,
152604,58,-38.9,CANADA,
152497,31.62430556,-76.74766944,BAHAMAS,
152385,25.50488056,-109.3672083,MEXICO,
152376,56.05,-31.18333333,CANADA,
152293,46.28527778,-136.3333333,INTERNATIONAL WATERS,
152245,56.21666667,-44.13333333,CANADA,
152144,10.59305556,-85.54555556,COSTA RICA,
151813,45.74305556,16.06888889,CROATIA,
151789,35.3312,139.7811111,JAPAN,
151660,38.9717,-14.6098,PORTUGAL,
151580,49,-32,CANADA,
151111,60,-12.53333333,IRELAND,
151048,52.72166667,-8.885,UNITED KINGDOM,
150978,36.24333333,134.5033333,"KOREA, REPUBLIC OF",
150918,23.65888889,-77.9425,BAHAMAS,
150850,52.9,-38.46666667,CANADA,
150836,41.29546667,-17.18164167,PORTUGAL,
150812,16.96611111,8,NIGER,
150749,50.5,-52,CANADA,
150685,24.83333333,-64.08333333,PUERTO RICO,
150667,51.81666667,-32.76666667,CANADA,
150636,63.985,-22.60555556,ICELAND,
150548,61.74548,-46.81638,CANADA,
150320,19.43638889,-99.07222222,MEXICO,
150311,63.5,-30,INTERNATIONAL WATERS,
146796,61,-36,CANADA,
146740,43,-50,INTERNATIONAL WATERS,
146651,55.03333333,-57,CANADA,
146648,28.85,-70.96666667,INTERNATIONAL WATERS,
146230,48,-50,CANADA,
146139,52,-50,INTERNATIONAL WATERS,
146009,61.16666667,-45.41666667,CANADA,
145668,18.1096,-77.2975,JAMAICA,
145644,19.4326,-99.1332,MEXICO,
145439,61.75,-43.28333333,CANADA,
145254,46.48333333,-47.61666667,CANADA,
145242,56.61666667,-55.38333333,CANADA,
144646,63.98333333,-22.6,ICELAND,
144433,40,-48,CANADA,
144334,61.78333333,-43,GREENLAND,
143989,18.03333333,-63.1,SINT MAARTEN,
143971,46,-50,CANADA,
143961,-71.91666667,8.3,ANTARCTICA,
143824,44.11666667,-45.93333333,INTERNATIONAL WATERS,
143581,53.41666667,-6.23333333,IRELAND,
143162,41.76666667,-61.16666667,INTERNATIONAL WATERS,
142254,56,-50,CANADA,
142180,51.91666667,-41.58333333,CANADA,
142077,53.86666667,-54.96666667,CANADA,
141882,53.95,-3.81666667,INTERNATIONAL WATERS,
141390,57.76666667,-43.5,CANADA,
141186,55.31666667,-43.86666667,CANADA,
141000,60.33333333,-43.66666667,CANADA,
140137,43.33333333,-130.95,CANADA,
140021,51,-37,CANADA,
139966,47.7,-129.7666667,CANADA,
139962,35.6895,139.6917,JAPAN,
139791,56,-20,INTERNATIONAL WATERS,
139480,49,-132.45,CANADA,
139419,57,-31,CANADA,
139278,57,-50,CANADA,
139075,52,-50,CANADA,
138970,53.42138889,-6.27,IRELAND,
138596,25.03333333,-77.45,BAHAMAS,
137719,51.66666667,-34.3,CANADA,
137116,48,-50,CANADA,
136843,46,-38,CANADA,
136267,47,-33,CANADA,
136262,52.03333333,-33,CANADA,
136234,40.36666667,-56.61666667,CANADA,
135858,55,-46,CANADA,
135208,19.43333333,-99.06666667,MEXICO,
135053,45.66666667,-44,CANADA,
134031,55,-40,CANADA,
133467,51,-132.6833333,CANADA,
133447,35,18,INTERNATIONAL WATERS,
133426,4.711,-74.0721,COLOMBIA,
133010,-20,-164,INTERNATIONAL WATERS,
132881,53,-33,INTERNATIONAL WATERS,
132549,48,-50,INTERNATIONAL WATERS,
132385,30,-150,INTERNATIONAL WATERS,
132366,-20.38333333,-160.8833333,INTERNATIONAL WATERS,
132247,52,-40,INTERNATIONAL WATERS,
130806,-58.51666667,-43.98333333,ARGENTINA,
130615,34.42722222,135.2441667,JAPAN,
130575,46,-50,INTERNATIONAL WATERS,
130550,25.36666667,-77.9,BAHAMAS,
130498,42.76666667,141.5333333,JAPAN,
130036,52,-40,CANADA,
129617,48,-50,CANADA,
128967,44,-48,CANADA,
128892,63.98333333,-22.6,ICELAND,
128501,50,-51.33333333,CANADA,
128463,31.13333333,-121.7833333,CHINA,
127697,59.21666667,-49.58333333,CANADA,
127175,52,-37,CANADA,
127101,52.5,-42,CANADA,
126779,62,-30,INTERNATIONAL WATERS,
126157,36.68333333,35.26666667,TURKEY,
126023,81.6,-16.7,GREENLAND,
125450,50.33333333,-37.6,CANADA,
125428,53.08333333,-54.08333333,CANADA,
125413,61.66666667,-44.43333333,CANADA,
125255,53,-20,INTERNATIONAL WATERS,
125250,43,-135,INTERNATIONAL WATERS,
125161,0,-47,INTERNATIONAL WATERS,
125145,13.07472222,-59.4925,BARBADOS,
124904,45.73333333,-41.91666667,CANADA,
124785,23.43333333,-46.46666667,BRAZIL,
124073,45,-45,CANADA,
123607,53.66666667,-42,INTERNATIONAL WATERS,
123389,65,-50,INTERNATIONAL WATERS,
123357,52,-46,INTERNATIONAL WATERS,
122802,52.43333333,-39.81666667,CANADA,
122599,51,-40,CANADA,
122487,48,-50,CANADA,
121394,50,-145,CANADA,
121381,59,-40,CANADA,
121317,13.07472222,-59.4925,BARBADOS,
120539,50,-50,CANADA,
120476,19.43333333,-99.06666667,MEXICO,
119518,57,-40,CANADA,
119490,57.16666667,-48.68333333,CANADA,
119461,47,-50,INTERNATIONAL WATERS,
119203,43,-40,CANADA,
118672,56.33333333,-43,INTERNATIONAL WATERS,
117996,25.03888889,-77.46611111,BAHAMAS,
117910,62,-40,INTERNATIONAL WATERS,
117571,55.91666667,-36,INTERNATIONAL WATERS,
117394,55,-50,INTERNATIONAL WATERS,
117160,53.46666667,-44.43333333,INTERNATIONAL WATERS,
115817,34.78333333,135.4333333,UNITED STATES,
114918,42.11666667,-63.4,INTERNATIONAL WATERS,
113367,49.55,-40.48333333,INTERNATIONAL WATERS,
113307,50.75,-32.5,INTERNATIONAL WATERS,
112901,58.66666667,-33,INTERNATIONAL WATERS,
112875,48,-50,INTERNATIONAL WATERS,
112005,52,-30,INTERNATIONAL WATERS,
111900,49,-40,INTERNATIONAL WATERS,
111726,49.66666667,-50,INTERNATIONAL WATERS,
111355,61,-38,INTERNATIONAL WATERS,
111330,48.16666667,-40,INTERNATIONAL WATERS,
111011,58,-50,INTERNATIONAL WATERS,
110460,48.31666667,-38.95,INTERNATIONAL WATERS,
110437,50.73333333,-35.33333333,INTERNATIONAL WATERS,
110427,53.1,-53.15,CANADA,
109875,35.76527778,140.3855556,JAPAN,
108422,61,-42.5,CANADA,
108377,52,2,NETHERLANDS,
108199,58.83333333,-33.66666667,CANADA,
107980,53.08333333,-54.08333333,INTERNATIONAL WATERS,
107721,55.5,-47.66666667,INTERNATIONAL WATERS,
107716,4.711,-74.0721,COLOMBIA,
107340,25.03888889,-77.46611111,BAHAMAS,
105883,59,-50,INTERNATIONAL WATERS,
105638,44.5,-57.08333333,CANADA,
105410,51,-46,CANADA,
103546,17.91666667,-69.75,DOMINICAN REPUBLIC,
103326,45.33333333,-32.8,INTERNATIONAL WATERS,
102118,33,-148,INTERNATIONAL WATERS,
102030,57,-35,INTERNATIONAL WATERS,
102015,48.5,-33,INTERNATIONAL WATERS,
101420,60,-40,INTERNATIONAL WATERS,
101232,48.91666667,-44.33333333,CANADA,
100922,57,-30,CANADA,
100887,59,-50,INTERNATIONAL WATERS,
100787,47.66666667,-43.78333333,CANADA,
100767,53,-55.08333333,CANADA,
100202,57.5,-30,CANADA,
99852,55,-50,INTERNATIONAL WATERS,
99591,57,-40,CANADA,
99146,62,-40,INTERNATIONAL WATERS,
99128,63,-40,INTERNATIONAL WATERS,
99064,45.83333333,-50.85,INTERNATIONAL WATERS,
98998,45.65,-57.5,INTERNATIONAL WATERS,
98791,61,-30,CANADA,
98642,62.66666667,-44,INTERNATIONAL WATERS,
98556,-69.5,-130.0166667,INTERNATIONAL WATERS,
98122,53,-50,CANADA,
97933,59,-15,IRELAND,
97465,60,-57,CANADA,
97133,61,-30,INTERNATIONAL WATERS,
96443,35,129,"KOREA, REPUBLIC OF",
96191,19.4326,-99.1332,MEXICO,
95943,48,-35,CANADA,
95813,49,-40,INTERNATIONAL WATERS,
95125,58,-40,CANADA,
94842,48,-50,CANADA,
94789,46,-50.33333333,CANADA,
94701,63.61666667,-26.28333333,INTERNATIONAL WATERS,
94186,59.5,-55,CANADA,
94167,50.5,-45,CANADA,
94042,45,-50,INTERNATIONAL WATERS,
94012,53,-45,INTERNATIONAL WATERS,
93695,50,-40,CANADA,
92888,52,-40,CANADA,
91654,51,-50,CANADA,
91474,51,-50,INTERNATIONAL WATERS,
91296,56,-40,INTERNATIONAL WATERS,
91295,52.52,13.405,GERMANY,
91274,55,-50,INTERNATIONAL WATERS,
91001,44,-40,CANADA,
90998,48.16666667,-40,CANADA,
90830,46,-50,CANADA,
90750,49,-50,INTERNATIONAL WATERS,
90730,59,-30,INTERNATIONAL WATERS,
90609,53.16666667,-48,CANADA,
90442,53,-40,CANADA,
90028,-10,-140,INTERNATIONAL WATERS,
89913,35.6895,139.6917,JAPAN,
89802,54,-40,INTERNATIONAL WATERS,
89541,58.5,-34,INTERNATIONAL WATERS,
89177,47,-50,INTERNATIONAL WATERS,
89130,49,-46,INTERNATIONAL WATERS,
88262,52,-9,IRELAND,
87486,53,-50,CANADA,
87086,48,-42,CANADA,
85958,25,-79,CUBA,
85099,61.5,-38,INTERNATIONAL WATERS,
85040,9.93333333,100.5,THAILAND,
84665,41,-65,CANADA,
84548,49.08333333,-35,INTERNATIONAL WATERS,
84359,54,-30,INTERNATIONAL WATERS,
84212,50,-50,INTERNATIONAL WATERS,
83900,69,-40,INTERNATIONAL WATERS,
83889,60,-20,UNITED KINGDOM,
83359,50.5,-45,INTERNATIONAL WATERS,
83257,55.6,-46.56666667,INTERNATIONAL WATERS,
83149,56.16666667,-55.58333333,INTERNATIONAL WATERS,
82696,52.45,-50,INTERNATIONAL WATERS,
82331,49,-50,INTERNATIONAL WATERS,
81987,52.41666667,-52.66666667,INTERNATIONAL WATERS,
81468,50.83333333,-32.7,INTERNATIONAL WATERS,
80785,35.75,140.3833333,JAPAN,
80711,61,-50,INTERNATIONAL WATERS,
80594,52.93333333,-40.16666667,INTERNATIONAL WATERS,
80095,54.8,-48.28333333,INTERNATIONAL WATERS,
79791,53,-54,CANADA,
79625,56,-30,INTERNATIONAL WATERS,
79622,55,-30,INTERNATIONAL WATERS,
79262,0,-35,CANADA,
79097,61,-42,INTERNATIONAL WATERS,
78937,61.83333333,-35.5,INTERNATIONAL WATERS,
78357,52.52,13.405,GERMAN DEM. REP.,
78193,56.5,-47,INTERNATIONAL WATERS,
77996,62,-50,INTERNATIONAL WATERS,
77938,50,-47,INTERNATIONAL WATERS,
77663,22.31666667,119.2,HONG KONG,
76804,59,-26,INTERNATIONAL WATERS,
75541,59.75,-53,INTERNATIONAL WATERS,
74099,58,-3,UNITED KINGDOM,
73884,13.0978,-59.6171,BARBADOS,
73876,23.85,-87,MEXICO,
73713,50,-40,INTERNATIONAL WATERS,
73634,59,-60,INTERNATIONAL WATERS,
73557,46.5,-40.4,INTERNATIONAL WATERS,
73079,50.75,-54,INTERNATIONAL WATERS,
72992,46.16666667,-53,INTERNATIONAL WATERS,
72982,51,-40,INTERNATIONAL WATERS,
71667,52.33333333,-39.66666667,INTERNATIONAL WATERS,
68727,64.1835,-51.7216,GREENLAND,
67985,60,-45,INTERNATIONAL WATERS,
67492,58,-50,INTERNATIONAL WATERS,
67473,50,-145,INTERNATIONAL WATERS,
66965,48.91666667,-39.36666667,INTERNATIONAL WATERS,
66872,55.33333333,-37.5,INTERNATIONAL WATERS,
66836,44,-62,INTERNATIONAL WATERS,
66596,54.66666667,-55.83333333,INTERNATIONAL WATERS,
66502,57,-40,INTERNATIONAL WATERS,
66311,63,-60,INTERNATIONAL WATERS,
66000,53,-40,INTERNATIONAL WATERS,
65537,59,-50,INTERNATIONAL WATERS,
63302,58,-50,INTERNATIONAL WATERS,
63298,50,-48,INTERNATIONAL WATERS,
63288,49.75,-50,INTERNATIONAL WATERS,
63269,51,-40,INTERNATIONAL WATERS,
63245,61.15,-45.41666667,GREENLAND,
63240,60,-39,INTERNATIONAL WATERS,
63223,60,-41,INTERNATIONAL WATERS,
63200,45,-33,INTERNATIONAL WATERS,
63161,50,-50,INTERNATIONAL WATERS,
63152,53,-50,INTERNATIONAL WATERS,
63133,56.75,-53.66666667,INTERNATIONAL WATERS,
63121,40,-40,INTERNATIONAL WATERS,
63115,61,-40,GREENLAND,
63099,53,-54,INTERNATIONAL WATERS,
63098,61,-40,INTERNATIONAL WATERS,
63091,48,-40,INTERNATIONAL WATERS,
61516,57.75,-10.08333333,DENMARK,
61254,48,-35,INTERNATIONAL WATERS,
61228,52,-50,INTERNATIONAL WATERS,
61227,48,-46.93333333,INTERNATIONAL WATERS,
61208,58,-20,INTERNATIONAL WATERS,
61172,59,-30,INTERNATIONAL WATERS,
61146,48,-45,INTERNATIONAL WATERS,
61127,54,-48,INTERNATIONAL WATERS,
61123,60.5,-46.5,INTERNATIONAL WATERS,
61099,47,-40,INTERNATIONAL WATERS,
61078,49,-40,INTERNATIONAL WATERS,
61039,58,-38,INTERNATIONAL WATERS,
61034,40,-59,INTERNATIONAL WATERS,
60985,47,-40,INTERNATIONAL WATERS,
60973,54,-45,INTERNATIONAL WATERS,
60630,35.73333333,-10.03333333,INTERNATIONAL WATERS,
59836,1.3521,103.8198,SINGAPORE,
59304,50,-40,INTERNATIONAL WATERS,
59301,53.83333333,-55,INTERNATIONAL WATERS,
59275,56,-35,INTERNATIONAL WATERS,
59269,59,-50,INTERNATIONAL WATERS,
59240,46.16666667,-54.5,INTERNATIONAL WATERS,
59238,58.5,-53.33333333,INTERNATIONAL WATERS,
59225,57,-50,INTERNATIONAL WATERS,
59221,53,-50,INTERNATIONAL WATERS,
59211,50,-30,INTERNATIONAL WATERS,
59181,61,-30,INTERNATIONAL WATERS,
59123,54.75,-51.5,INTERNATIONAL WATERS,
59111,49.26666667,-40,INTERNATIONAL WATERS,
59099,52.6,-45,INTERNATIONAL WATERS,
59066,53.86666667,-54.96666667,INTERNATIONAL WATERS,
59059,45,-40,INTERNATIONAL WATERS,
59058,60,-40,INTERNATIONAL WATERS,
58368,61,-38,INTERNATIONAL WATERS,
57588,55,-30,INTERNATIONAL WATERS,
57576,51,-40,INTERNATIONAL WATERS,
57558,54.61666667,-55.86666667,INTERNATIONAL WATERS,
57554,57.5,-35,INTERNATIONAL WATERS,
57543,51,-45,INTERNATIONAL WATERS,
57531,48,-40,INTERNATIONAL WATERS,
57522,51,-50,INTERNATIONAL WATERS,
57516,48,-50,INTERNATIONAL WATERS,
57508,53,-50,INTERNATIONAL WATERS,
57507,53,-50,INTERNATIONAL WATERS,
57500,46,-38,INTERNATIONAL WATERS,
56135,49,-50,INTERNATIONAL WATERS,
56120,47,-40,INTERNATIONAL WATERS,
56106,59,-55,INTERNATIONAL WATERS,
54864,63,-50,INTERNATIONAL WATERS,
54855,55.51666667,-57.01666667,INTERNATIONAL WATERS,
54853,47,-50,INTERNATIONAL WATERS,
54842,51,-30,INTERNATIONAL WATERS,
54829,46.11666667,-44.51666667,INTERNATIONAL WATERS,
54818,59,-35,INTERNATIONAL WATERS,
54741,52,-50,INTERNATIONAL WATERS,
48591,25.0343,-77.3963,BAHAMAS,
46387,38.48333333,-9,PORTUGAL,
158900,48,-50,INTERNATIONAL WATERS,
158859,28.04,-16.57016667,CANARY ISLANDS,
158650,4.70305556,-74.13833333,COLOMBIA,
158542,35.76527778,140.3855556,JAPAN,
158198,48,-50,INTERNATIONAL WATERS,
158184,-12.02194444,-77.11444444,PERU,
157839,4.70305556,-74.13833333,COLOMBIA,
157831,48,-50,CANADA,
157409,48,-30,CANADA,
156899,25.03888889,-77.46611111,BAHAMAS,
156689,48,-50,INTERNATIONAL WATERS,
156659,35.765,141.2444,JAPAN,
156462,61.04,-40.04,CANADA,
