OccID,OccNo,AcID,SurvivableEnum_DisplayEng
52176,A82P0063,932,Unknown
52176,A82P0063,932,Unknown
52175,A82P0062,2052,Unknown
52175,A82P0062,2052,Unknown
52175,A82P0062,2052,Unknown
52175,A82P0062,2052,Unknown
52174,A82P0061,4050,Unknown
52174,A82P0061,4050,Unknown
52174,A82P0061,4050,Unknown
52174,A82P0061,4050,Unknown
52173,A82P0060,12721,Unknown
52173,A82P0060,12721,Unknown
52173,A82P0060,12721,Unknown
52173,A82P0060,12721,Unknown
52172,A82P0059,7702,Unknown
52172,A82P0059,7702,Unknown
52172,A82P0059,7702,Unknown
52172,A82P0059,7702,Unknown
52171,A82P0058,12611,Unknown
52171,A82P0058,12611,Unknown
52171,A82P0058,12611,Unknown
52171,A82P0058,12611,Unknown
52170,A82P0057,7714,Unknown
52169,A82P0056,7359,Unknown
52168,A82P0055,7061,Unknown
52168,A82P0055,7061,Unknown
52168,A82P0055,7061,Unknown
52168,A82P0055,7061,Unknown
52167,A82P0054,6567,Unknown
52167,A82P0054,6567,Unknown
52167,A82P0054,6567,Unknown
52167,A82P0054,6567,Unknown
52166,A82P0053,16070,Unknown
52166,A82P0053,16070,Unknown
52166,A82P0053,16070,Unknown
52166,A82P0053,16070,Unknown
52165,A82P0052,2490,Unknown
52164,A82P0051,3144,Unknown
52164,A82P0051,3144,Unknown
52164,A82P0051,3144,Unknown
52164,A82P0051,3144,Unknown
52163,A82P0050,3359,Unknown
52163,A82P0050,3359,Unknown
52163,A82P0050,3359,Unknown
52163,A82P0050,3359,Unknown
52162,A82P0049,1796,Unknown
52161,A82P0048,2269,Unknown
52161,A82P0048,2269,Unknown
52161,A82P0048,2269,Unknown
52161,A82P0048,2269,Unknown
52160,A82P0047,13140,Unknown
52159,A82P0046,3102,Unknown
52159,A82P0046,3102,Unknown
52159,A82P0046,3102,Unknown
52159,A82P0046,3102,Unknown
52158,A82P0045,3284,Unknown
52158,A82P0045,3284,Unknown
52158,A82P0045,3284,Unknown
52158,A82P0045,3284,Unknown
52157,A82P0044,6026,Unknown
52156,A82P0043,7227,Unknown
52156,A82P0043,7227,Unknown
52156,A82P0043,7227,Unknown
52156,A82P0043,7227,Unknown
52155,A82P0042,15163,Unknown
52154,A82P0041,13115,Unknown
52153,A82P0040,7353,Unknown
52152,A82P0039,5045,Unknown
52152,A82P0039,5045,Unknown
52152,A82P0039,5045,Unknown
52152,A82P0039,5045,Unknown
52151,A82P0038,3095,Unknown
52151,A82P0038,3095,Unknown
52151,A82P0038,3095,Unknown
52151,A82P0038,3095,Unknown
52150,A82P0037,1545,Unknown
52149,A82P0036,7394,Unknown
52149,A82P0036,7394,Unknown
52149,A82P0036,7394,Unknown
52149,A82P0036,7394,Unknown
52148,A82P0035,1643,Unknown
52148,A82P0035,1643,Unknown
52148,A82P0035,1643,Unknown
52148,A82P0035,1643,Unknown
52147,A82P0034,7412,Unknown
52147,A82P0034,7412,Unknown
52147,A82P0034,7412,Unknown
52147,A82P0034,7412,Unknown
52146,A82P0033,11354,Unknown
52146,A82P0033,11354,Unknown
52146,A82P0033,11354,Unknown
52146,A82P0033,11354,Unknown
52145,A82P0032,9814,Unknown
52145,A82P0032,9814,Unknown
52145,A82P0032,9814,Unknown
52145,A82P0032,9814,Unknown
52144,A82P0031,13099,Unknown
52143,A82P0030,2521,Unknown
52143,A82P0030,2521,Unknown
52143,A82P0030,2521,Unknown
52143,A82P0030,2521,Unknown
52142,A82P0029,11440,Unknown
52142,A82P0029,11440,Unknown
52142,A82P0029,11440,Unknown
52142,A82P0029,11440,Unknown
52141,A82P0028,3826,Unknown
52141,A82P0028,3826,Unknown
52141,A82P0028,3826,Unknown
52141,A82P0028,3826,Unknown
52140,A82P0027,4454,Unknown
52139,A82P0026,22893,Unknown
52138,A82P0025,13258,Unknown
52138,A82P0025,13258,Unknown
52138,A82P0025,13258,Unknown
52138,A82P0025,13258,Unknown
52137,A82P0024,7903,Unknown
52136,A82P0023,10790,Unknown
52136,A82P0023,10790,Unknown
52136,A82P0023,10790,Unknown
52136,A82P0023,10790,Unknown
52135,A82P0022,12303,Unknown
52134,A82P0021,7704,Unknown
52133,A82P0020,2687,No
52133,A82P0020,2687,No
52133,A82P0020,2687,No
52133,A82P0020,2687,No
52132,A82P0019,16854,Unknown
52131,A82P0018,9186,Unknown
52131,A82P0018,9186,Unknown
52131,A82P0018,9186,Unknown
52131,A82P0018,9186,Unknown
52130,A82P0017,1146,Unknown
52129,A82P0016,15819,Unknown
52128,A82P0015,11229,Unknown
52127,A82P0014,4936,Unknown
52127,A82P0014,4936,Unknown
52127,A82P0014,4936,Unknown
52127,A82P0014,4936,Unknown
52126,A82P0013,155,Unknown
52125,A82P0012,4354,Unknown
52125,A82P0012,4354,Unknown
52125,A82P0012,4354,Unknown
52125,A82P0012,4354,Unknown
52124,A82P0011,7712,Unknown
52123,A82P0010,2429,Unknown
52123,A82P0010,2429,Unknown
52123,A82P0010,2429,Unknown
52123,A82P0010,2429,Unknown
52122,A82P0009,2520,Unknown
52121,A82P0008,3163,Unknown
52120,A82P0007,2548,Unknown
52119,A82P0006,12298,Unknown
52118,A82P0005,9782,Unknown
52117,A82P0004,10408,Unknown
52117,A82P0004,10408,Unknown
52117,A82P0004,10408,Unknown
52117,A82P0004,10408,Unknown
52116,A82P0003,3562,Unknown
52116,A82P0003,3562,Unknown
52116,A82P0003,3562,Unknown
52116,A82P0003,3562,Unknown
52115,A82P0002,6172,Unknown
52115,A82P0002,6172,Unknown
52115,A82P0002,6172,Unknown
52115,A82P0002,6172,Unknown
52114,A82P0001,10833,Unknown
52114,A82P0001,10833,Unknown
52114,A82P0001,10833,Unknown
52114,A82P0001,10833,Unknown
52113,A82O5002,19597,No
52113,A82O5002,19597,No
52113,A82O5002,19597,No
52113,A82O5002,19597,No
52112,A82O5001,19596,No
52112,A82O5001,19596,No
52112,A82O5001,19596,No
52112,A82O5001,19596,No
52045,A82O0903,17873,Unknown
52044,A82O0902,18822,Unknown
52043,A82O0901,18388,Unknown
52043,A82O0901,18388,Unknown
52043,A82O0901,18388,Unknown
52043,A82O0901,18388,Unknown
52042,A82O0801,2312,Unknown
52042,A82O0801,2312,Unknown
52042,A82O0801,2312,Unknown
52042,A82O0801,2312,Unknown
52042,A82O0801,10462,Unknown
52042,A82O0801,10462,Unknown
52042,A82O0801,10462,Unknown
52042,A82O0801,10462,Unknown
52041,A82O0108,9902,Unknown
52040,A82O0107,5177,Unknown
52040,A82O0107,5177,Unknown
52040,A82O0107,5177,Unknown
52040,A82O0107,5177,Unknown
52039,A82O0105,3135,Unknown
52038,A82O0104,16984,Unknown
52038,A82O0104,16984,Unknown
52038,A82O0104,16984,Unknown
52038,A82O0104,16984,Unknown
52037,A82O0103,214,Unknown
52036,A82O0102,14838,Unknown
52036,A82O0102,14838,Unknown
52036,A82O0102,14838,Unknown
52036,A82O0102,14838,Unknown
52035,A82O0101,2680,Unknown
52035,A82O0101,2680,Unknown
52035,A82O0101,2680,Unknown
52035,A82O0101,2680,Unknown
52034,A82O0100,7078,Unknown
52034,A82O0100,7078,Unknown
52034,A82O0100,7078,Unknown
52034,A82O0100,7078,Unknown
52033,A82O0099,1346,Unknown
52032,A82O0098,16505,Unknown
52031,A82O0097,61685,Unknown
52030,A82O0096,4364,Unknown
52030,A82O0096,4364,Unknown
52030,A82O0096,4364,Unknown
52030,A82O0096,4364,Unknown
52029,A82O0095,3769,Unknown
52028,A82O0094,2357,Unknown
52027,A82O0093,3926,Unknown
52027,A82O0093,3926,Unknown
52027,A82O0093,3926,Unknown
52027,A82O0093,3926,Unknown
52026,A82O0092,6607,Unknown
52026,A82O0092,6607,Unknown
52026,A82O0092,6607,Unknown
52026,A82O0092,6607,Unknown
52025,A82O0091,6756,Unknown
52025,A82O0091,6756,Unknown
52025,A82O0091,6756,Unknown
52025,A82O0091,6756,Unknown
52024,A82O0090,1866,Unknown
52024,A82O0090,1866,Unknown
52024,A82O0090,1866,Unknown
52024,A82O0090,1866,Unknown
52023,A82O0089,10921,Unknown
52023,A82O0089,10921,Unknown
52023,A82O0089,10921,Unknown
52023,A82O0089,10921,Unknown
52022,A82O0088,3185,Unknown
52021,A82O0087,12753,Unknown
52021,A82O0087,12753,Unknown
52021,A82O0087,12753,Unknown
52021,A82O0087,12753,Unknown
52020,A82O0086,9559,Unknown
52019,A82O0085,5091,Unknown
52018,A82O0084,15053,Unknown
52018,A82O0084,15053,Unknown
52018,A82O0084,15053,Unknown
52018,A82O0084,15053,Unknown
52017,A82O0083,6727,Unknown
52017,A82O0083,6727,Unknown
52017,A82O0083,6727,Unknown
52017,A82O0083,6727,Unknown
52016,A82O0082,9365,Unknown
52015,A82O0081,15102,Unknown
52015,A82O0081,15102,Unknown
52015,A82O0081,15102,Unknown
52015,A82O0081,15102,Unknown
52014,A82O0080,16671,Unknown
52014,A82O0080,16671,Unknown
52014,A82O0080,16671,Unknown
52014,A82O0080,16671,Unknown
52013,A82O0079,3450,Unknown
52012,A82O0078,16187,Unknown
52012,A82O0078,16187,Unknown
52012,A82O0078,16187,Unknown
52012,A82O0078,16187,Unknown
52011,A82O0077,7851,Unknown
52011,A82O0077,7851,Unknown
52011,A82O0077,7851,Unknown
52011,A82O0077,7851,Unknown
52010,A82O0076,11881,Unknown
52009,A82O0075,16364,Unknown
52009,A82O0075,16364,Unknown
52009,A82O0075,16364,Unknown
52009,A82O0075,16364,Unknown
52008,A82O0074,6720,Unknown
52008,A82O0074,6720,Unknown
52008,A82O0074,6720,Unknown
52008,A82O0074,6720,Unknown
52007,A82O0073,15004,Unknown
52007,A82O0073,15004,Unknown
52007,A82O0073,15004,Unknown
52007,A82O0073,15004,Unknown
52006,A82O0072,14671,Unknown
52006,A82O0072,14671,Unknown
52006,A82O0072,14671,Unknown
52006,A82O0072,14671,Unknown
52005,A82O0071,9803,Unknown
52005,A82O0071,9803,Unknown
52005,A82O0071,9803,Unknown
52005,A82O0071,9803,Unknown
52004,A82O0070,16123,Unknown
52004,A82O0070,16123,Unknown
52004,A82O0070,16123,Unknown
52004,A82O0070,16123,Unknown
52003,A82O0069,45766,Unknown
52002,A82O0068,61740,Unknown
52001,A82O0067,3998,Unknown
52001,A82O0067,3998,Unknown
52001,A82O0067,3998,Unknown
52001,A82O0067,3998,Unknown
52000,A82O0066,15517,Unknown
51999,A82O0065,11670,Unknown
51999,A82O0065,11670,Unknown
51999,A82O0065,11670,Unknown
51999,A82O0065,11670,Unknown
51998,A82O0064,5773,Unknown
51997,A82O0063,7411,Unknown
51996,A82O0062,3307,Unknown
51995,A82O0061,17265,Unknown
51995,A82O0061,17265,Unknown
51995,A82O0061,17265,Unknown
51995,A82O0061,17265,Unknown
51994,A82O0060,16347,Unknown
51994,A82O0060,16347,Unknown
51994,A82O0060,16347,Unknown
51994,A82O0060,16347,Unknown
51993,A82O0059,17260,Unknown
51993,A82O0059,17260,Unknown
51993,A82O0059,17260,Unknown
51993,A82O0059,17260,Unknown
51992,A82O0058,5176,Unknown
51992,A82O0058,5176,Unknown
51992,A82O0058,5176,Unknown
51992,A82O0058,5176,Unknown
51991,A82O0057,1870,Unknown
51991,A82O0057,1870,Unknown
51991,A82O0057,1870,Unknown
51991,A82O0057,1870,Unknown
51990,A82O0056,10883,Unknown
51990,A82O0056,10883,Unknown
51990,A82O0056,10883,Unknown
51990,A82O0056,10883,Unknown
51989,A82O0055,23413,Unknown
51989,A82O0055,23413,Unknown
51989,A82O0055,23413,Unknown
51989,A82O0055,23413,Unknown
51988,A82O0054,10206,Unknown
51987,A82O0053,736,Unknown
51986,A82O0052,2000,Unknown
51985,A82O0051,2280,Unknown
51985,A82O0051,2280,Unknown
51985,A82O0051,2280,Unknown
51985,A82O0051,2280,Unknown
51984,A82O0050,6651,Unknown
51984,A82O0050,6651,Unknown
51984,A82O0050,6651,Unknown
51984,A82O0050,6651,Unknown
51983,A82O0049,9296,Unknown
51983,A82O0049,9296,Unknown
51983,A82O0049,9296,Unknown
51983,A82O0049,9296,Unknown
51982,A82O0048,15743,Unknown
51982,A82O0048,15743,Unknown
51982,A82O0048,15743,Unknown
51982,A82O0048,15743,Unknown
51981,A82O0047,6439,Unknown
51981,A82O0047,6439,Unknown
51981,A82O0047,6439,Unknown
51981,A82O0047,6439,Unknown
51980,A82O0046,33077,Unknown
51979,A82O0045,9836,Unknown
51978,A82O0044,22888,Unknown
51977,A82O0043,14643,Unknown
51976,A82O0042,14520,Unknown
51975,A82O0041,5335,Unknown
51975,A82O0041,5335,Unknown
51975,A82O0041,5335,Unknown
51975,A82O0041,5335,Unknown
51974,A82O0040,15026,Unknown
51974,A82O0040,15026,Unknown
51974,A82O0040,15026,Unknown
51974,A82O0040,15026,Unknown
51973,A82O0039,5948,Unknown
51973,A82O0039,5948,Unknown
51973,A82O0039,5948,Unknown
51973,A82O0039,5948,Unknown
51972,A82O0038,928,Unknown
51972,A82O0038,928,Unknown
51972,A82O0038,928,Unknown
51972,A82O0038,928,Unknown
51971,A82O0037,6933,Unknown
51971,A82O0037,6933,Unknown
51971,A82O0037,6933,Unknown
51971,A82O0037,6933,Unknown
51970,A82O0036,10463,Unknown
51970,A82O0036,10463,Unknown
51970,A82O0036,10463,Unknown
51970,A82O0036,10463,Unknown
51969,A82O0035,2995,Unknown
51968,A82O0034,13733,Unknown
51968,A82O0034,13733,Unknown
51968,A82O0034,13733,Unknown
51968,A82O0034,13733,Unknown
51967,A82O0033,9691,Unknown
51967,A82O0033,9691,Unknown
51967,A82O0033,9691,Unknown
51967,A82O0033,9691,Unknown
51966,A82O0032,9406,Unknown
51966,A82O0032,9406,Unknown
51966,A82O0032,9406,Unknown
51966,A82O0032,9406,Unknown
51965,A82O0031,11054,Unknown
51965,A82O0031,11054,Unknown
51965,A82O0031,11054,Unknown
51965,A82O0031,11054,Unknown
51964,A82O0030,6493,No
51963,A82O0029,16139,Unknown
51963,A82O0029,16139,Unknown
51963,A82O0029,16139,Unknown
51963,A82O0029,16139,Unknown
51962,A82O0028,5357,Unknown
51961,A82O0027,12382,Unknown
51961,A82O0027,12382,Unknown
51961,A82O0027,12382,Unknown
51961,A82O0027,12382,Unknown
51960,A82O0026,10202,Unknown
51960,A82O0026,10202,Unknown
51960,A82O0026,10202,Unknown
51960,A82O0026,10202,Unknown
51959,A82O0025,2860,Unknown
51959,A82O0025,2860,Unknown
51959,A82O0025,2860,Unknown
51959,A82O0025,2860,Unknown
51958,A82O0024,5420,Unknown
51957,A82O0023,6709,Unknown
51956,A82O0022,9337,Unknown
51956,A82O0022,9337,Unknown
51956,A82O0022,9337,Unknown
51956,A82O0022,9337,Unknown
51955,A82O0021,13898,Unknown
51955,A82O0021,13898,Unknown
51955,A82O0021,13898,Unknown
51955,A82O0021,13898,Unknown
51954,A82O0020,10682,Unknown
51954,A82O0020,10682,Unknown
51954,A82O0020,10682,Unknown
51954,A82O0020,10682,Unknown
51953,A82O0019,4613,Unknown
51953,A82O0019,4613,Unknown
51953,A82O0019,4613,Unknown
51953,A82O0019,4613,Unknown
51952,A82O0018,61587,Unknown
51951,A82O0017,4093,Unknown
51951,A82O0017,4093,Unknown
51951,A82O0017,4093,Unknown
51951,A82O0017,4093,Unknown
51950,A82O0016,16139,Unknown
51950,A82O0016,16139,Unknown
51950,A82O0016,16139,Unknown
51950,A82O0016,16139,Unknown
51949,A82O0015,16601,Unknown
51949,A82O0015,16601,Unknown
51949,A82O0015,16601,Unknown
51949,A82O0015,16601,Unknown
51948,A82O0014,6149,Unknown
51948,A82O0014,6149,Unknown
51948,A82O0014,6149,Unknown
51948,A82O0014,6149,Unknown
51947,A82O0013,6642,Unknown
51947,A82O0013,6642,Unknown
51947,A82O0013,6642,Unknown
51947,A82O0013,6642,Unknown
51946,A82O0012,2661,Unknown
51945,A82O0011,5280,Unknown
51945,A82O0011,5280,Unknown
51945,A82O0011,5280,Unknown
51945,A82O0011,5280,Unknown
51944,A82O0010,9956,Unknown
51944,A82O0010,9956,Unknown
51944,A82O0010,9956,Unknown
51944,A82O0010,9956,Unknown
51943,A82O0009,10697,Unknown
51942,A82O0008,5353,Unknown
51941,A82O0007,4765,Unknown
51941,A82O0007,4765,Unknown
51941,A82O0007,4765,Unknown
51941,A82O0007,4765,Unknown
51940,A82O0006,12382,Unknown
51939,A82O0005,6339,Unknown
51938,A82O0004,6184,Unknown
51937,A82O0003,11437,Unknown
51936,A82O0002,16913,Unknown
51936,A82O0002,16913,Unknown
51936,A82O0002,16913,Unknown
51936,A82O0002,16913,Unknown
51935,A82O0001,3048,Unknown
51935,A82O0001,3048,Unknown
51935,A82O0001,3048,Unknown
51935,A82O0001,3048,Unknown
51932,A82H0003,5546,Yes
51932,A82H0003,5546,Yes
51932,A82H0003,5546,Yes
51932,A82H0003,5546,Yes
51931,A82H0001,9257,Unknown
51931,A82H0001,9257,Unknown
51931,A82H0001,9257,Unknown
51931,A82H0001,9257,Unknown
51926,A82F0006,16494,Unknown
51925,A82F0005,3277,Unknown
51924,A82F0004,7619,Unknown
51922,A82F0002,9190,Unknown
51921,A82F0001,7744,Unknown
51921,A82F0001,7744,Unknown
51921,A82F0001,7744,Unknown
51921,A82F0001,7744,Unknown
51920,A82C5001,19595,No
51920,A82C5001,19595,No
51920,A82C5001,19595,No
51920,A82C5001,19595,No
51900,A82C0903,18536,Unknown
51899,A82C0902,18527,Unknown
51899,A82C0902,18527,Unknown
51899,A82C0902,18527,Unknown
51899,A82C0902,18527,Unknown
51898,A82C0901,17782,Unknown
51897,A82C0130,13376,Unknown
51896,A82C0129,7058,Unknown
51895,A82C0128,16175,Unknown
51894,A82C0126,13501,Unknown
51893,A82C0125,7795,Unknown
51893,A82C0125,7795,Unknown
51893,A82C0125,7795,Unknown
51893,A82C0125,7795,Unknown
51892,A82C0124,15503,Unknown
51892,A82C0124,15503,Unknown
51892,A82C0124,15503,Unknown
51892,A82C0124,15503,Unknown
51891,A82C0123,2033,Unknown
51890,A82C0122,5209,Unknown
51890,A82C0122,5209,Unknown
51890,A82C0122,5209,Unknown
51890,A82C0122,5209,Unknown
51889,A82C0121,5174,Unknown
51888,A82C0120,9101,Unknown
51888,A82C0120,9101,Unknown
51888,A82C0120,9101,Unknown
51888,A82C0120,9101,Unknown
51887,A82C0119,13271,Unknown
51886,A82C0118,15263,Unknown
51885,A82C0117,6658,Unknown
51884,A82C0116,15599,Unknown
51883,A82C0115,7918,Unknown
51883,A82C0115,7918,Unknown
51883,A82C0115,7918,Unknown
51883,A82C0115,7918,Unknown
51882,A82C0114,1993,Unknown
51881,A82C0113,6750,Unknown
51880,A82C0112,8992,Unknown
51880,A82C0112,8992,Unknown
51880,A82C0112,8992,Unknown
51880,A82C0112,8992,Unknown
51879,A82C0111,12763,Unknown
51879,A82C0111,12763,Unknown
51879,A82C0111,12763,Unknown
51879,A82C0111,12763,Unknown
51878,A82C0110,10037,Unknown
51877,A82C0109,16650,Unknown
51877,A82C0109,16650,Unknown
51877,A82C0109,16650,Unknown
51877,A82C0109,16650,Unknown
51876,A82C0108,1736,Unknown
51875,A82C0107,13915,Unknown
51875,A82C0107,13915,Unknown
51875,A82C0107,13915,Unknown
51875,A82C0107,13915,Unknown
51874,A82C0106,4193,Unknown
51874,A82C0106,4193,Unknown
51874,A82C0106,4193,Unknown
51874,A82C0106,4193,Unknown
51873,A82C0105,6334,Unknown
51873,A82C0105,6334,Unknown
51873,A82C0105,6334,Unknown
51873,A82C0105,6334,Unknown
51872,A82C0104,6540,Unknown
51872,A82C0104,6540,Unknown
51872,A82C0104,6540,Unknown
51872,A82C0104,6540,Unknown
51871,A82C0103,7379,Unknown
51871,A82C0103,7379,Unknown
51871,A82C0103,7379,Unknown
51871,A82C0103,7379,Unknown
51870,A82C0102,2267,Unknown
51870,A82C0102,2267,Unknown
51870,A82C0102,2267,Unknown
51870,A82C0102,2267,Unknown
51869,A82C0101,270,Unknown
51868,A82C0100,14728,Unknown
51867,A82C0099,2430,Unknown
51867,A82C0099,2430,Unknown
51867,A82C0099,2430,Unknown
51867,A82C0099,2430,Unknown
51866,A82C0098,8974,Unknown
51866,A82C0098,8974,Unknown
51866,A82C0098,8974,Unknown
51866,A82C0098,8974,Unknown
51865,A82C0097,16653,Unknown
51864,A82C0096,15211,Unknown
51863,A82C0095,4825,Unknown
51863,A82C0095,4825,Unknown
51863,A82C0095,4825,Unknown
51863,A82C0095,4825,Unknown
51862,A82C0094,5526,Unknown
51862,A82C0094,5526,Unknown
51862,A82C0094,5526,Unknown
51862,A82C0094,5526,Unknown
51861,A82C0093,1478,Unknown
51860,A82C0092,3867,Unknown
51859,A82C0091,11446,Unknown
51858,A82C0090,3001,Unknown
51857,A82C0089,13496,Unknown
51856,A82C0088,2151,Unknown
51855,A82C0087,9573,Unknown
51855,A82C0087,9573,Unknown
51855,A82C0087,9573,Unknown
51855,A82C0087,9573,Unknown
51854,A82C0086,6517,Unknown
51854,A82C0086,6517,Unknown
51854,A82C0086,6517,Unknown
51854,A82C0086,6517,Unknown
51853,A82C0085,5827,Unknown
51853,A82C0085,5827,Unknown
51853,A82C0085,5827,Unknown
51853,A82C0085,5827,Unknown
51852,A82C0084,11045,Unknown
51852,A82C0084,11045,Unknown
51852,A82C0084,11045,Unknown
51852,A82C0084,11045,Unknown
51851,A82C0083,3032,Unknown
51850,A82C0082,14848,Unknown
51850,A82C0082,14848,Unknown
51850,A82C0082,14848,Unknown
51850,A82C0082,14848,Unknown
51849,A82C0081,14575,Unknown
51849,A82C0081,14575,Unknown
51849,A82C0081,14575,Unknown
51849,A82C0081,14575,Unknown
51848,A82C0080,3430,Unknown
51848,A82C0080,3430,Unknown
51848,A82C0080,3430,Unknown
51848,A82C0080,3430,Unknown
51847,A82C0079,10459,Unknown
51847,A82C0079,10459,Unknown
51847,A82C0079,10459,Unknown
51847,A82C0079,10459,Unknown
51846,A82C0078,13417,Unknown
51845,A82C0077,61651,Unknown
51844,A82C0076,15086,Unknown
51843,A82C0075,16034,Unknown
51842,A82C0074,13296,Unknown
51842,A82C0074,13296,Unknown
51842,A82C0074,13296,Unknown
51842,A82C0074,13296,Unknown
51841,A82C0073,1237,Unknown
51841,A82C0073,1237,Unknown
51841,A82C0073,1237,Unknown
51841,A82C0073,1237,Unknown
51840,A82C0072,7067,Unknown
51840,A82C0072,7067,Unknown
51840,A82C0072,7067,Unknown
51840,A82C0072,7067,Unknown
51839,A82C0071,16425,Unknown
51838,A82C0070,13049,Unknown
51837,A82C0069,931,Unknown
51837,A82C0069,931,Unknown
51837,A82C0069,931,Unknown
51837,A82C0069,931,Unknown
51836,A82C0068,8365,Unknown
51835,A82C0067,1295,Unknown
51834,A82C0066,13704,Unknown
51833,A82C0065,3753,Unknown
51833,A82C0065,3753,Unknown
51833,A82C0065,3753,Unknown
51833,A82C0065,3753,Unknown
51832,A82C0064,16960,Unknown
51831,A82C0063,12442,Unknown
51831,A82C0063,12442,Unknown
51831,A82C0063,12442,Unknown
51831,A82C0063,12442,Unknown
51830,A82C0062,14956,Unknown
51830,A82C0062,14956,Unknown
51830,A82C0062,14956,Unknown
51830,A82C0062,14956,Unknown
51829,A82C0061,14854,Unknown
51829,A82C0061,14854,Unknown
51829,A82C0061,14854,Unknown
51829,A82C0061,14854,Unknown
51828,A82C0060,15946,Unknown
51828,A82C0060,15946,Unknown
51828,A82C0060,15946,Unknown
51828,A82C0060,15946,Unknown
51827,A82C0059,13313,Unknown
51826,A82C0058,5847,Unknown
51825,A82C0057,13152,Unknown
51824,A82C0056,13426,Unknown
51824,A82C0056,13426,Unknown
51824,A82C0056,13426,Unknown
51824,A82C0056,13426,Unknown
51823,A82C0055,6376,Unknown
51822,A82C0054,13346,Unknown
51822,A82C0054,13346,Unknown
51822,A82C0054,13346,Unknown
51822,A82C0054,13346,Unknown
51821,A82C0053,17188,Unknown
51820,A82C0052,11605,Unknown
51819,A82C0051,14376,Unknown
51819,A82C0051,14376,Unknown
51819,A82C0051,14376,Unknown
51819,A82C0051,14376,Unknown
51818,A82C0050,1673,Unknown
51817,A82C0049,13796,Unknown
51816,A82C0048,8085,Unknown
51815,A82C0047,9766,Unknown
51815,A82C0047,9766,Unknown
51815,A82C0047,9766,Unknown
51815,A82C0047,9766,Unknown
51814,A82C0046,2897,Unknown
51814,A82C0046,2897,Unknown
51814,A82C0046,2897,Unknown
51814,A82C0046,2897,Unknown
51813,A82C0045,9693,Unknown
51812,A82C0044,6620,Unknown
51811,A82C0043,16641,Unknown
51810,A82C0042,8361,Unknown
51809,A82C0041,13900,Unknown
51808,A82C0040,4650,Unknown
51808,A82C0040,4650,Unknown
51808,A82C0040,4650,Unknown
51808,A82C0040,4650,Unknown
51807,A82C0039,6828,Unknown
51806,A82C0038,9170,Unknown
51806,A82C0038,9170,Unknown
51806,A82C0038,9170,Unknown
51806,A82C0038,9170,Unknown
51805,A82C0037,61666,Unknown
51804,A82C0036,13380,Unknown
51803,A82C0035,2449,Unknown
51802,A82C0034,16722,Unknown
51801,A82C0033,16752,Unknown
51801,A82C0033,16752,Unknown
51801,A82C0033,16752,Unknown
51801,A82C0033,16752,Unknown
51800,A82C0032,1270,Unknown
51799,A82C0031,10086,Unknown
51799,A82C0031,10086,Unknown
51799,A82C0031,10086,Unknown
51799,A82C0031,10086,Unknown
51798,A82C0030,17015,Unknown
51798,A82C0030,17015,Unknown
51798,A82C0030,17015,Unknown
51798,A82C0030,17015,Unknown
51797,A82C0029,13906,Unknown
51796,A82C0028,61756,Unknown
51795,A82C0027,22887,Unknown
51795,A82C0027,22887,Unknown
51795,A82C0027,22887,Unknown
51795,A82C0027,22887,Unknown
51794,A82C0026,10080,Unknown
51794,A82C0026,10080,Unknown
51794,A82C0026,10080,Unknown
51794,A82C0026,10080,Unknown
51793,A82C0025,14445,Unknown
51793,A82C0025,14445,Unknown
51793,A82C0025,14445,Unknown
51793,A82C0025,14445,Unknown
51792,A82C0024,13299,Unknown
51791,A82C0023,11770,Unknown
51791,A82C0023,11770,Unknown
51791,A82C0023,11770,Unknown
51791,A82C0023,11770,Unknown
51790,A82C0022,13502,Unknown
51789,A82C0021,15829,Unknown
51789,A82C0021,15829,Unknown
51789,A82C0021,15829,Unknown
51789,A82C0021,15829,Unknown
51788,A82C0020,13367,Unknown
51788,A82C0020,13367,Unknown
51788,A82C0020,13367,Unknown
51788,A82C0020,13367,Unknown
51787,A82C0019,61673,Unknown
51786,A82C0018,11676,Unknown
51785,A82C0017,108,Unknown
51784,A82C0016,17305,Unknown
51783,A82C0015,1720,Unknown
51782,A82C0014,15884,Unknown
51782,A82C0014,15884,Unknown
51782,A82C0014,15884,Unknown
51782,A82C0014,15884,Unknown
51781,A82C0013,13776,Unknown
51781,A82C0013,13776,Unknown
51781,A82C0013,13776,Unknown
51781,A82C0013,13776,Unknown
51780,A82C0012,15017,Unknown
51779,A82C0011,13189,Unknown
51778,A82C0010,61647,Unknown
51777,A82C0009,9355,Unknown
51776,A82C0008,16550,Unknown
51775,A82C0007,4253,Unknown
51774,A82C0006,6522,Unknown
51773,A82C0005,15669,Unknown
51772,A82C0004,7959,Unknown
51771,A82C0003,9918,Unknown
51770,A82C0002,13402,Unknown
51769,A82C0001,2416,Unknown
51760,A82A0901,18325,Unknown
51760,A82A0901,18325,Unknown
51760,A82A0901,18325,Unknown
51760,A82A0901,18325,Unknown
51759,A82A0029,247,Unknown
51759,A82A0029,247,Unknown
51759,A82A0029,247,Unknown
51759,A82A0029,247,Unknown
51758,A82A0028,11716,Unknown
51758,A82A0028,11716,Unknown
51758,A82A0028,11716,Unknown
51758,A82A0028,11716,Unknown
51757,A82A0027,5541,Unknown
51756,A82A0026,1303,Unknown
51755,A82A0025,9151,Unknown
51755,A82A0025,9151,Unknown
