OccID,OccNo,AcID,SurvivableEnum_DisplayEng
85960,A96O0052,28892,Unknown
85958,A96F0018,3713,Unknown
85958,A96F0018,26976,Unknown
85946,A96O0051,28881,Unknown
85937,A96O0049,774,Unknown
85936,A96O0048,28880,Unknown
85929,A96A0040,28877,Unknown
85929,A96A0040,28876,Unknown
85929,A96A0040,18073,Unknown
85926,A96F0017,28875,Unknown
85925,A96P0057,5500,Unknown
85918,A96A0039,27066,Unknown
85915,A96W0061,28872,Unknown
85913,A96W0060,28858,Unknown
85904,A96P0056,28870,Unknown
85899,A96W0059,28869,Unknown
85898,A96W0058,8967,Unknown
85890,A96P0055,28867,Unknown
85873,A96P0054,28866,Unknown
85873,A96P0054,23473,Unknown
85872,A96Q0039,27381,Unknown
85871,A96F0016,28865,Unknown
85868,A96Q0036,885,Unknown
85866,A96O0047,10731,Unknown
85865,A96O0046,28860,Unknown
85864,A96W0056,28858,Unknown
85863,A96C0030,28857,Unknown
85862,A96C0029,28856,Unknown
85861,A96C0028,28855,Unknown
85857,A96A0037,9717,Unknown
85856,A96C0027,14347,Unknown
85856,A96C0027,28458,Unknown
85853,A96O0044,28852,Unknown
85850,A96W0055,28850,Unknown
85849,A96W0054,25645,Unknown
85848,A96W0053,9237,Unknown
85847,A96P0052,28854,Unknown
85845,A96W0051,24650,Unknown
85844,A96W0050,23827,Unknown
85823,A96Q0035,31970,Unknown
85822,A96F0015,4964,Unknown
85821,A96F0014,32011,Unknown
85820,A96F0013,5733,Unknown
85819,A96O0042,38259,Unknown
85818,A96Q0034,17223,Unknown
85815,A96O0041,28848,Unknown
85812,A96O0039,24391,Unknown
85812,A96O0039,4629,Unknown
85810,A96A0035,33033,Unknown
85802,A96Q0032,5787,Unknown
85800,A96Q0031,3667,Unknown
85793,A96O0038,5728,Unknown
85782,A96O0036,28842,Unknown
85781,A96Q0030,32655,Unknown
85781,A96Q0030,11437,Unknown
85780,A96P0050,60187,Unknown
85777,A96P0049,24268,Unknown
85775,A96A0034,28838,Unknown
85774,A96C0025,23924,Unknown
85769,A96P0048,11347,Unknown
85761,A96Q0028,28835,Unknown
85761,A96Q0028,28834,Unknown
85760,A96Q0027,28843,Unknown
85756,A96Q0026,25715,Unknown
85755,A96Q0025,28009,Unknown
85750,A96Q0024,10392,Unknown
85747,A96W0049,6576,Unknown
85746,A96Q0023,33552,Unknown
85745,A96A0032,28833,Unknown
85742,A96W0048,13334,Unknown
85741,A96W0047,22766,Unknown
85740,A96W0046,5736,Unknown
85738,A96C0024,28831,Unknown
85729,A96C0023,10352,Unknown
85728,A96O0034,10720,Unknown
85728,A96O0034,10720,Unknown
85722,A96P0046,29017,Unknown
85715,A96A0031,31503,Unknown
85713,A96A0030,19906,Unknown
85709,A96P0045,23164,Unknown
85708,A96P0044,340,Unknown
85705,A96P0043,342,Unknown
85703,A96P0041,9121,Unknown
85702,A96P0040,22701,Unknown
85698,A96P0039,28821,Unknown
85689,A96C0021,28228,Unknown
85687,A96O0033,25974,Unknown
85687,A96O0033,11029,Unknown
85687,A96O0033,28820,Unknown
85668,A96W0044,28818,Unknown
85667,A96W0043,28826,Unknown
85667,A96W0043,28830,Unknown
85666,A96W0042,28822,Unknown
85666,A96W0042,28823,Unknown
85663,A96W0041,28816,Unknown
85660,A96W0040,28815,Unknown
85657,A96O0032,26799,Unknown
85656,A96O0031,4721,Unknown
85655,A96O0030,22832,Unknown
85651,A96P0038,28802,Unknown
85648,A96P0037,9237,Unknown
85645,A96P0035,28810,Unknown
85644,A96C0017,32342,Unknown
85636,A96F0008,28800,Unknown
85634,A96O0029,4964,Unknown
85624,A96A0029,20605,Unknown
85624,A96A0029,24005,Unknown
85623,A96P0034,22871,Unknown
85619,A96A0028,24167,Unknown
85619,A96A0028,28795,Unknown
85615,A96F0007,2889,Unknown
85614,A96F0006,28794,Unknown
85612,A96O0027,19978,Unknown
85611,A96O0026,26223,Unknown
85610,A96O0025,28792,Unknown
85610,A96O0025,28793,Unknown
85607,A96P0032,28797,Unknown
85604,A96Q0021,28791,Unknown
85597,A96P0029,28787,Unknown
85597,A96P0029,28785,Unknown
85594,A96Q0020,28674,Unknown
85593,A96A0026,10943,Unknown
85591,A96A0025,28782,Unknown
85587,A96P0027,28781,Unknown
85586,A96P0026,28801,Unknown
85581,A96A0024,4834,Unknown
85571,A96Q0017,28777,Unknown
85570,A96A0023,31503,Unknown
85569,A96P0024,24218,Unknown
85568,A96P0023,28776,Unknown
85567,A96A0022,21016,Unknown
85567,A96A0022,19820,Unknown
85562,A96P0022,28775,Unknown
85561,A96W0039,28774,Unknown
85560,A96P0021,22429,Unknown
85558,A96W0038,28773,Unknown
85555,A96Q0016,386,Unknown
85554,A96O0024,27927,Unknown
85553,A96O0023,8718,Unknown
85552,A96O0022,3733,Unknown
85548,A96W0037,23162,Unknown
85537,A96O0021,28771,Yes
85534,A96O0020,28768,Unknown
85534,A96O0020,28769,Unknown
85533,A96W0036,27685,Unknown
85532,A96O0019,3656,Unknown
85529,A96P0020,11450,Unknown
85516,A96W0035,28759,Unknown
85510,A96W0031,5813,Unknown
85505,A96W0030,32187,Unknown
85502,A96W0029,23266,Unknown
85500,A96W0027,24268,Unknown
85499,A96W0026,28742,Unknown
85497,A96Q0014,28733,Unknown
85497,A96Q0014,28732,Unknown
85493,A96Q0013,28731,Unknown
85492,A96Q0012,27506,Unknown
85491,A96P0019,28799,Unknown
85482,A96W0025,9565,Unknown
85480,A96C0011,3649,Unknown
85472,A96C0009,20580,Unknown
85468,A96C0007,25951,Unknown
85453,A96O0018,22445,Unknown
85452,A96O0017,28467,Unknown
85437,A96O0016,9074,Unknown
85435,A96O0015,28723,Unknown
85431,A96Q0010,28722,Unknown
85423,A96C0006,28713,Unknown
85420,A96Q0009,3655,Unknown
85419,A96O0013,28711,Unknown
85415,A96W0024,7481,Unknown
85413,A96O0012,5714,Unknown
85412,A96O0011,28708,Unknown
85409,A96W0023,28707,Unknown
85404,A96A0014,26381,Unknown
85403,A96A0013,3614,Unknown
85402,A96F0003,19801,Unknown
85401,A96O0010,25637,Unknown
85400,A96W0022,21481,Unknown
85388,A96P0015,21994,Unknown
85385,A96F0002,28702,Unknown
85377,A96P0014,2551,Unknown
85374,A96A0012,28700,Unknown
85369,A96A0011,28699,Unknown
85369,A96A0011,9730,Unknown
85365,A96P0013,36608,Unknown
85363,A96W0021,10215,Unknown
85360,A96W0020,28721,Unknown
85359,A96P0012,25735,Unknown
85351,A95O0255,34218,Unknown
85345,A96Q0008,885,Unknown
85322,A96Q0007,31975,Unknown
85319,A96P0011,4651,Unknown
85319,A96P0011,28697,Unknown
85317,A96W0016,3655,Unknown
85317,A96W0016,27095,Unknown
85314,A96W0015,183,Unknown
85313,A96W0014,64628,Unknown
85312,A96W0013,28576,Unknown
85304,A96A0008,28689,Unknown
85304,A96A0008,35925,Unknown
85297,A96O0007,28688,Unknown
85292,A95F0051,26891,Unknown
85273,A96F0001,28682,Unknown
85272,A96O0004,23283,Unknown
85266,A96W0008,28681,Unknown
85265,A96P0010,9237,Unknown
85264,A96P0009,28679,Unknown
85262,A96W0006,28677,Unknown
85260,A96P0008,4729,Unknown
85259,A96P0007,4647,Unknown
85258,A96P0006,7300,Unknown
85248,A96O0002,28676,Unknown
85244,A96W0005,25699,Unknown
85244,A96W0005,9029,Unknown
85242,A96P0005,28673,Unknown
85241,A96W0004,28671,Unknown
85231,A96W0003,8762,Unknown
85227,A96C0002,10078,Unknown
85221,A96A0005,28669,Unknown
85218,A96A0004,27732,Unknown
85218,A96A0004,28668,Unknown
85217,A96A0003,28666,Unknown
85208,A96P0004,31970,Unknown
85203,A96P0003,28665,Unknown
85191,A96P0002,28664,Unknown
85183,A96P0001,341,Unknown
85182,A96W0002,28652,Unknown
85176,A96W0001,3642,Unknown
85170,A96Q0001,27245,Unknown
85169,A96O0001,28674,Unknown
85164,A95O0253,12419,Unknown
85164,A95O0253,28650,Unknown
85162,A95W0234,38259,Unknown
85162,A95W0234,20099,Unknown
85157,A95Q0247,11953,Unknown
85154,A95A0234,28649,Unknown
85150,A95Q0246,27289,Unknown
85149,A95W0233,11579,Unknown
85148,A95W0232,28648,Unknown
85147,A95W0231,6358,Unknown
85145,A95W0230,28646,Unknown
85143,A96A0001,28645,Unknown
85142,A95W0229,1141,Unknown
85141,A95W0228,21863,Unknown
85139,A95Q0245,28636,Unknown
85134,A95O0252,28634,Unknown
85131,A95O0251,3744,Unknown
85119,A95A0233,16601,Unknown
85118,A95P0281,801,Unknown
85117,A95P0280,35281,Unknown
85113,A95P0279,3902,Unknown
85111,A95C0264,28628,Unknown
85106,A95P0278,28629,Unknown
85102,A95F0048,28578,Unknown
85101,A95O0249,28626,Unknown
85099,A95A0229,60988,Unknown
85086,A95W0227,37447,Unknown
85073,A95A0227,26381,Unknown
85071,A95O0248,34218,Unknown
85062,A95C0261,28615,Unknown
85056,A95A0225,28614,Unknown
85056,A95A0225,28613,Unknown
85051,A95Q0243,28612,Unknown
85040,A95A0223,21913,Unknown
85037,A95W0223,28611,Unknown
85037,A95W0223,23835,Unknown
85036,A95W0222,28610,Unknown
85035,A95W0221,28609,Unknown
85034,A95C0260,28608,Unknown
85033,A95C0259,28606,Unknown
85031,A95C0258,28605,Unknown
85029,A95O0247,28604,Yes
85025,A95O0246,28603,Unknown
85025,A95O0246,28602,Unknown
85021,A95P0277,28600,Unknown
85020,A95C0257,2803,Unknown
85018,A95Q0242,27477,Unknown
85016,A95Q0241,13883,Unknown
85013,A95Q0240,15509,Unknown
85011,A95C0256,28598,Unknown
85007,A95Q0239,28601,Unknown
85006,A95W0220,33746,Unknown
84983,A95A0221,28597,Unknown
84981,A95F0046,28596,Unknown
84977,A95P0276,28595,Unknown
84974,A95Q0236,27944,Unknown
84967,A95O0245,28654,Unknown
84966,A95O0244,28594,Unknown
84955,A95A0220,4834,Unknown
84948,A95W0219,28592,Unknown
84947,A95F0045,9785,Unknown
84941,A95W0214,24977,Unknown
84934,A95C0255,1063,Unknown
84924,A95A0216,28585,Unknown
84923,A95F0044,28584,Unknown
84921,A95O0243,28654,Unknown
84919,A95Q0233,21773,Unknown
84918,A95W0213,27409,Unknown
84917,A95A0215,28582,Unknown
84916,A95P0272,24058,Unknown
84898,A95A0213,18660,Unknown
84891,A95Q0232,27245,Unknown
84890,A95C0253,25380,Unknown
84886,A95F0043,28554,Unknown
84885,A95C0252,24436,Unknown
84884,A95P0271,28553,Unknown
84880,A95A0211,19844,Unknown
84877,A95O0241,5720,Unknown
84876,A95O0240,33616,Unknown
84876,A95O0240,28552,Unknown
84875,A95P0270,28551,Unknown
84875,A95P0270,28550,Unknown
84874,A95P0269,22252,Unknown
84873,A95W0211,22252,Unknown
84872,A95Q0231,28548,Unknown
84869,A95Q0230,28547,Unknown
84867,A95Q0229,31232,Unknown
84864,A95O0239,1497,Unknown
84858,A95O0238,1598,Unknown
84855,A95W0210,28545,Unknown
84850,A95O0236,44280,Yes
84847,A95W0209,28543,Unknown
84842,A95F0042,2890,Unknown
84832,A95C0251,23792,Unknown
84821,A95W0208,28541,Unknown
84815,A95A0206,22378,Unknown
84815,A95A0206,27194,Unknown
84810,A95A0205,24720,Unknown
84799,A95C0250,28539,Unknown
84799,A95C0250,28539,Unknown
84799,A95C0250,28539,Unknown
84799,A95C0250,28539,Unknown
84799,A95C0250,28539,Unknown
84799,A95C0250,28539,Unknown
84799,A95C0250,28539,Unknown
84799,A95C0250,28539,Unknown
84799,A95C0250,28539,Unknown
84799,A95C0250,28539,Unknown
84799,A95C0250,28539,Unknown
84799,A95C0250,28539,Unknown
84791,A95C0249,28538,Unknown
84790,A95W0206,23600,Unknown
84790,A95W0206,33552,Unknown
84786,A95O0233,20668,Unknown
84783,A95O0232,21246,Unknown
84780,A95O0231,707,Unknown
84780,A95O0231,28537,Unknown
84776,A95P0268,8462,Unknown
84734,A95P0267,28741,Unknown
84734,A95P0267,28535,Unknown
84731,A95P0266,11579,Unknown
84726,A95F0041,1595,Unknown
84719,A95O0230,800,Unknown
84710,A95A0201,17537,Unknown
84709,A95C0247,28531,Unknown
84704,A95C0245,23792,Unknown
84696,A95F0039,8907,Unknown
84686,A95P0264,28525,Unknown
84674,A95Q0225,3615,Unknown
84665,A95A0199,17469,Unknown
84661,A95P0261,7916,Unknown
84653,A95Q0224,20619,Unknown
84649,A95H0016,28511,Unknown
84645,A95O0229,28503,Unknown
84645,A95O0229,1598,Unknown
84642,A95Q0223,28430,Unknown
84641,A95A0198,27710,Unknown
84641,A95A0198,22415,Unknown
84637,A95O0228,24949,Unknown
84631,A95O0227,28468,Unknown
84629,A95O0226,28428,Unknown
84628,A95Q0222,28501,Unknown
84627,A95O0225,28498,Unknown
84626,A95W0204,1067,Unknown
84625,A95O0224,24404,Unknown
84624,A95O0223,6259,Unknown
84623,A95O0222,25954,Unknown
84622,A95O0221,27532,Unknown
84621,A95W0203,16599,Unknown
84617,A95P0259,28492,Unknown
84616,A95P0258,33746,Unknown
84612,A95A0196,28491,Unknown
84610,A95P0257,27371,Unknown
84608,A95P0256,24926,Unknown
84607,A95A0195,26116,Unknown
84604,A95Q0221,28467,Unknown
84602,A95Q0220,28466,Unknown
84596,A95Q0219,25954,Unknown
84587,A95Q0218,28457,Unknown
84584,A95W0202,27384,Unknown
84583,A95C0241,28456,Unknown
84582,A95Q0217,5005,Unknown
84581,A95P0254,25441,Unknown
84580,A95C0240,28455,Unknown
84580,A95C0240,24426,Unknown
84576,A95W0201,28454,Unknown
84575,A95W0200,35996,Unknown
84569,A95A0192,8054,Unknown
84569,A95A0192,28009,Unknown
84568,A95C0239,4768,Unknown
84567,A95W0199,4619,Unknown
84564,A95P0253,28452,Unknown
84559,A95C0238,562,Unknown
84553,A95O0219,28447,Unknown
84552,A95O0218,3668,Unknown
84551,A95O0217,24268,Unknown
84549,A95P0251,11579,Unknown
84548,A95A0191,18280,Unknown
84542,A95P0249,28437,Unknown
84542,A95P0249,28453,Unknown
84540,A95F0038,4651,Unknown
84530,A95Q0215,8617,Unknown
84530,A95Q0215,17139,Unknown
84528,A95C0235,5588,Unknown
84526,A95P0246,28450,Unknown
84523,A95Q0214,24575,Unknown
84519,A95P0245,28740,Unknown
84519,A95P0245,28436,Unknown
84517,A95A0188,28435,Unknown
84512,A95W0197,28434,Unknown
84511,A95W0196,28433,Unknown
84510,A95W0195,2986,Unknown
84508,A95P0244,24220,Unknown
84507,A95P0243,61857,Unknown
84499,A95C0234,27175,Unknown
84498,A95O0216,3691,Unknown
84497,A95O0215,9735,Unknown
84494,A95O0214,9748,Unknown
84487,A95C0231,34776,Unknown
84484,A95O0213,19780,Unknown
84481,A95O0212,21566,Unknown
84476,A95Q0210,28420,Unknown
84466,A95O0211,28419,Unknown
84465,A95P0241,28418,Unknown
84464,A95C0230,3622,Unknown
84461,A95C0227,28414,Unknown
84460,A95W0194,20920,Unknown
84458,A95A0187,28413,Unknown
84454,A95F0037,4964,Unknown
84453,A95H0015,5684,Unknown
84453,A95H0015,5684,Unknown
84453,A95H0015,5684,Unknown
84453,A95H0015,5684,Unknown
84451,A95P0239,5686,Unknown
84447,A95W0193,8765,Unknown
84446,A95F0035,26977,Unknown
84443,A95O0210,24949,Unknown
84443,A95O0210,28411,Unknown
84440,A95O0209,28409,Unknown
84440,A95O0209,28410,Unknown
84438,A95O0208,5736,Unknown
84438,A95O0208,21899,Unknown
84436,A95O0207,4629,Unknown
84435,A95O0206,3642,Unknown
84434,A95O0205,32561,Unknown
84433,A95O0204,20921,Unknown
84420,A95F0034,28408,Unknown
84417,A95P0238,28407,Unknown
84402,A95P0237,7893,Unknown
84401,A95W0192,26318,Unknown
84400,A95C0226,27503,Unknown
84384,A95Q0208,28390,Unknown
84378,A95Q0207,28386,Unknown
84371,A95P0235,28384,Unknown
84370,A95Q0206,19809,Unknown
84367,A95O0202,16601,Unknown
84364,A95O0201,28383,Unknown
84363,A95O0200,28382,Unknown
84360,A95A0185,19908,Unknown
84359,A95A0184,17504,Unknown
84354,A95A0183,22415,Unknown
84354,A95A0183,2166,Unknown
84351,A95A0182,27530,Unknown
84350,A95W0190,28379,Unknown
84341,A95C0224,28378,Unknown
84333,A95Q0205,28377,Unknown
84332,A95C0223,22959,Unknown
84332,A95C0223,28376,Unknown
84327,A95P0233,2053,Yes
84309,A95A0180,28350,Unknown
84305,A95A0179,28349,Unknown
84304,A95O0198,4980,Unknown
84294,A95O0197,32580,Unknown
84293,A95O0196,28348,Unknown
84289,A95A0178,28346,Unknown
84288,A95Q0204,28347,Unknown
84283,A95O0195,28345,Unknown
84282,A95O0194,28344,Unknown
84281,A95O0193,32561,Unknown
84280,A95Q0203,28006,Unknown
84280,A95Q0203,20619,Unknown
84278,A95Q0202,3685,Unknown
84273,A95C0219,28342,Unknown
84273,A95C0219,28343,Unknown
84262,A95W0184,28338,Unknown
84261,A95W0183,13962,Unknown
84260,A95W0182,28336,Unknown
84259,A95Q0201,28341,Unknown
84257,A95Q0200,28340,Unknown
84255,A95Q0199,28335,Unknown
84254,A95W0181,28334,Unknown
84248,A95C0218,24322,Unknown
84239,A95H0012,1152,Unknown
84234,A95O0192,9420,Unknown
84233,A95Q0195,486,Unknown
84231,A95W0180,28333,Unknown
84225,A95A0177,5543,Unknown
84221,A95Q0194,19861,Unknown
84217,A95Q0193,16595,Unknown
84215,A95P0230,28329,Unknown
84212,A95A0176,28327,Unknown
84212,A95A0176,28326,Unknown
84210,A95P0229,5663,Unknown
84209,A95P0228,8410,Unknown
84208,A95C0216,5587,Unknown
84200,A95O0191,28324,Unknown
84198,A95O0190,3750,Unknown
84195,A95Q0192,3129,Unknown
84195,A95Q0192,28779,Unknown
84194,A95O0189,32778,Unknown
84186,A95Q0191,20565,Unknown
84185,A95Q0190,3018,Unknown
84183,A95W0178,23537,Unknown
84182,A95W0177,11876,Unknown
84182,A95W0177,28320,Unknown
84179,A95A0173,27072,Unknown
84177,A95A0172,14437,Unknown
84175,A95C0212,22369,Unknown
84171,A95C0211,3652,Unknown
84167,A95W0176,28328,Unknown
84166,A95W0175,28318,Unknown
84166,A95W0175,28319,Unknown
84165,A95W0174,5728,Unknown
84164,A95C0210,26418,Unknown
84160,A95W0172,28303,Unknown
84159,A95W0171,4969,Unknown
84148,A95P0226,28739,Unknown
84148,A95P0226,28298,Unknown
84143,A95P0225,28295,Unknown
84135,A95O0187,28291,Unknown
84133,A95P0223,28289,Unknown
84133,A95P0223,8133,Unknown
84132,A95C0209,22070,Unknown
84129,A95C0208,28297,Unknown
84127,A95C0207,3396,Unknown
84123,A95A0170,28288,Unknown
84122,A95A0169,28287,Unknown
84121,A95A0168,28286,Unknown
84118,A95A0167,28283,Unknown
84118,A95A0167,28285,Unknown
84110,A95W0170,21125,Unknown
84109,A95A0166,9153,Unknown
84108,A95A0165,28277,Unknown
84108,A95A0165,9443,Unknown
84105,A95W0169,28274,Unknown
84105,A95W0169,28278,Unknown
84094,A95W0168,28273,Unknown
84093,A95W0167,21124,Unknown
84087,A95A0164,28272,Unknown
84082,A95F0032,22875,Unknown
84076,A95W0166,28268,Unknown
84074,A95P0220,13753,Unknown
84069,A95O0185,6652,Unknown
84065,A95Q0187,32011,Unknown
84064,A95Q0186,28263,Unknown
84052,A95O0183,28256,Unknown
84048,A95F0031,28255,Unknown
84045,A95P0219,3964,Unknown
84041,A95A0163,28254,Unknown
84039,A95A0162,28253,Unknown
84032,A95P0218,28250,Unknown
84029,A95W0165,25963,Unknown
84029,A95W0165,25952,Unknown
84028,A95O0182,35447,Unknown
84022,A95F0030,3709,Unknown
84019,A95Q0184,10759,Unknown
84016,A95W0163,5679,Unknown
84015,A95F0029,32170,Unknown
84013,A95O0180,24587,Unknown
84012,A95C0203,15939,Unknown
84009,A95C0202,28246,Unknown
84004,A95Q0183,3529,Unknown
84001,A95P0217,28290,Unknown
83999,A95O0179,28245,Unknown
83993,A95W0162,17200,Unknown
83992,A95W0161,28244,Unknown
83990,A95O0178,39205,Unknown
83990,A95O0178,3608,Unknown
83987,A95P0216,28243,Unknown
83982,A95A0159,14612,Unknown
83978,A95Q0179,1047,Unknown
83976,A95O0177,28239,Unknown
83974,A95W0160,23827,Unknown
83962,A95P0215,28238,Unknown
83954,A95P0214,28237,Unknown
83953,A95W0159,27912,Unknown
83947,A95C0199,11828,Unknown
83945,A95C0198,33518,Unknown
83936,A95Q0178,28236,Unknown
83933,A95O0175,4972,Unknown
83932,A95O0174,246,Unknown
83923,A95W0158,33086,Unknown
83920,A95P0213,28222,Unknown
83915,A95Q0176,26941,Unknown
83915,A95Q0176,33454,Unknown
83914,A95P0212,5672,Unknown
83912,A95P0211,17508,Unknown
83909,A95P0210,10566,Unknown
83908,A95O0173,10731,Unknown
83904,A95C0197,9131,Unknown
83902,A95Q0175,4753,Unknown
83900,A95A0158,28219,Unknown
83895,A95P0207,28215,Unknown
83894,A95F0026,28210,Unknown
83893,A95O0172,36665,Unknown
83892,A95O0171,28208,Unknown
83891,A95O0170,28207,Unknown
83890,A95P0206,28206,Unknown
83889,A95F0028,27848,Unknown
83886,A95O0169,9580,Unknown
83885,A95O0168,4629,Unknown
83881,A95Q0173,12226,Unknown
83829,A95P0205,26678,Unknown
83818,A95P0203,28158,Unknown
83818,A95P0203,28126,Unknown
83816,A95Q0171,28199,Unknown
83814,A95O0167,28201,Unknown
83807,A95Q0170,9443,Unknown
83807,A95Q0170,27475,Unknown
83805,A95C0193,21537,Unknown
83802,A95P0202,22702,Unknown
83801,A95Q0168,12123,Unknown
83800,A95P0201,5716,Unknown
83799,A95Q0167,35447,Unknown
83797,A95O0166,28198,Unknown
83794,A95Q0166,28197,Unknown
83793,A95Q0165,28196,Unknown
83791,A95P0199,28205,Unknown
83790,A95W0153,28192,No
83789,A95C0191,28188,Unknown
83788,A95W0152,28191,Unknown
83787,A95C0190,28178,Unknown
83784,A95P0198,28173,Unknown
83784,A95P0198,28189,Unknown
83779,A95A0156,28172,Unknown
83774,A95A0153,4848,Unknown
83773,A95Q0164,28171,Unknown
83772,A95A0152,28170,Unknown
83769,A95P0197,13854,Unknown
83768,A95P0196,28167,Unknown
83767,A95P0195,28168,Unknown
83767,A95P0195,28169,Unknown
83765,A95Q0163,27219,Unknown
83764,A95P0194,11453,Unknown
83762,A95P0193,28165,Unknown
83762,A95P0193,28166,Unknown
83757,A95A0151,28162,Unknown
83755,A95P0192,11356,Unknown
83754,A95O0165,32655,Unknown
83754,A95O0165,22221,Unknown
83753,A95P0191,10188,Unknown
83752,A95P0190,28158,Unknown
83752,A95P0190,28157,Unknown
83750,A95C0188,23294,Unknown
83745,A95P0189,21371,Unknown
83744,A95Q0161,11789,Unknown
83742,A95P0187,20981,Unknown
83734,A95P0186,23321,Unknown
83731,A95O0164,6671,Unknown
83730,A95C0186,561,Unknown
83726,A95P0182,28151,Unknown
83724,A95Q0160,28150,Unknown
83722,A95Q0158,9724,Unknown
83720,A95W0151,28147,Unknown
83718,A95Q0157,28146,Unknown
83717,A95C0185,6109,Unknown
83717,A95C0185,27623,Unknown
83714,A95C0184,11809,Unknown
83713,A95C0183,26370,Unknown
83706,A95F0025,26677,Unknown
83700,A95F0050,28144,Unknown
83699,A95C0179,21159,Unknown
83698,A95O0163,19886,Unknown
83692,A95A0150,3645,Unknown
83692,A95A0150,10991,Unknown
83688,A95O0162,10309,Unknown
83687,A95O0161,28143,Unknown
83686,A95O0160,9548,No
83685,A95W0149,8550,Unknown
83678,A95A0149,28142,Unknown
83676,A95C0176,22591,Unknown
83667,A95W0148,28139,Unknown
83666,A95P0180,28141,Unknown
83666,A95P0180,28140,Unknown
83664,A95W0147,25129,Unknown
83663,A95W0146,28137,Unknown
83663,A95W0146,64478,Unknown
83662,A95W0145,21533,Unknown
83661,A95C0175,28138,Unknown
83660,A95F0024,28136,Unknown
83659,A95O0159,28135,Unknown
83658,A95P0178,64627,Unknown
83658,A95P0178,7018,Unknown
83657,A95O0158,28132,Unknown
83657,A95O0158,28134,Unknown
83655,A95Q0155,27783,Unknown
83652,A95C0173,26058,Unknown
83630,A95Q0152,28130,Unknown
83629,A95Q0151,8936,Unknown
83626,A95P0177,7315,Unknown
83625,A95Q0150,6516,Unknown
83624,A95W0144,28128,Unknown
83621,A95C0172,25207,Unknown
83617,A95A0146,28124,Unknown
83613,A95W0142,28122,Unknown
83612,A95W0141,23318,Unknown
83607,A95P0176,12830,Unknown
83602,A95O0156,28121,Yes
83600,A95A0145,28120,Unknown
83596,A95O0155,25895,Unknown
83595,A95O0154,23561,Unknown
83595,A95O0154,22167,Unknown
83589,A95Q0149,28114,Unknown
83585,A95C0169,15829,Unknown
83583,A95W0140,28111,Unknown
83580,A95W0138,28109,Unknown
83580,A95W0138,28110,Unknown
83576,A95Q0148,28108,Unknown
83573,A95W0137,19875,Unknown
83570,A95Q0147,28101,Unknown
83566,A95P0173,25737,Unknown
83564,A95W0136,28100,Unknown
83563,A95W0135,28095,Unknown
83561,A95P0172,13232,Unknown
83559,A95Q0146,1988,Unknown
83558,A95P0171,28093,Unknown
83552,A95O0153,3335,Unknown
83550,A95O0152,28092,Unknown
83549,A95O0151,28090,Unknown
83548,A95C0168,28091,Unknown
83546,A95O0150,166,Yes
83540,A95P0170,588,Unknown
83538,A95Q0145,28089,Unknown
83537,A95Q0144,6523,Unknown
83536,A95Q0143,17226,Unknown
83535,A95A0143,28088,Unknown
83533,A95P0169,28087,Unknown
83529,A95O0149,3642,Unknown
83526,A95P0168,28086,Unknown
83525,A95W0134,8069,Unknown
83523,A95O0148,33616,Unknown
83522,A95O0147,28083,Unknown
83517,A95Q0142,12514,Unknown
83514,A95C0167,8917,Unknown
83508,A95P0166,89,Unknown
83505,A95W0133,1564,Unknown
83504,A95W0132,25678,Unknown
83503,A95P0165,28080,Unknown
83501,A95C0165,1457,Unknown
83500,A95A0142,26910,Unknown
83495,A95A0141,27738,Unknown
83493,A95P0164,28079,Unknown
83492,A95W0131,32627,Unknown
83490,A95O0146,28078,Unknown
83489,A95P0163,28076,Unknown
83489,A95P0163,28077,Unknown
83488,A95P0162,7335,Unknown
83484,A95P0161,28072,Unknown
83484,A95P0161,28074,Unknown
83483,A95P0160,12483,Unknown
83481,A95Q0141,27265,Unknown
83479,A95C0163,25690,Unknown
83478,A95C0162,24219,Unknown
83477,A95C0161,28071,Unknown
83470,A95W0130,4977,Unknown
83469,A95Q0140,28067,Unknown
83468,A95P0159,27623,Unknown
83465,A95O0145,28066,Unknown
83462,A95C0158,28082,Unknown
83459,A95C0157,11809,Unknown
83458,A95C0156,20257,Unknown
83455,A95C0155,28061,Unknown
83451,A95P0157,28060,Unknown
83451,A95P0157,28059,Unknown
83444,A95O0144,12423,Unknown
83443,A95A0138,28058,Unknown
83443,A95A0138,28057,Unknown
83442,A95Q0139,28045,Unknown
83440,A95W0128,28039,Unknown
83435,A95Q0138,28037,Unknown
83431,A95O0143,28034,Unknown
83430,A95W0127,32701,Unknown
83429,A95A0137,28028,Unknown
83429,A95A0137,10193,Unknown
83425,A95Q0137,28026,Unknown
83422,A95Q0136,28025,Unknown
83420,A95P0155,26984,Unknown
83418,A95A0136,24202,Unknown
83417,A95F0023,36288,Unknown
83415,A95P0154,33211,Unknown
83414,A95C0154,26570,Unknown
83408,A95P0153,28024,Unknown
83406,A95W0125,28023,Unknown
83405,A95W0124,28022,Unknown
83404,A95Q0135,2365,Unknown
83399,A95W0122,4721,Unknown
83398,A95C0153,24391,Unknown
83395,A95O0142,28019,Unknown
83394,A95P0152,28018,Unknown
83391,A95A0135,1659,Unknown
83390,A95O0141,21788,Unknown
83389,A95P0151,22994,Unknown
83387,A95W0121,28017,Unknown
83385,A95A0134,4848,Unknown
83382,A95Q0133,20993,Unknown
