Jan-95,Feb-95,Mar-95,Apr-95,May-95,Jun-95,Jul-95,Aug-95,Sep-95,Oct-95,Nov-95,Dec-95,Jan-96,Feb-96,Mar-96,Apr-96,May-96,Jun-96,Jul-96,Aug-96,Sep-96,Oct-96,Nov-96,Dec-96,Jan-97,Feb-97,Mar-97,Apr-97,May-97,Jun-97,Jul-97,Aug-97,Sep-97,Oct-97,Nov-97,Dec-97,Jan-98,Feb-98,Mar-98,Apr-98,May-98,Jun-98,Jul-98,Aug-98,Sep-98,Oct-98,Nov-98,Dec-98,Jan-99,Feb-99,Mar-99,Apr-99,May-99,Jun-99,Jul-99,Aug-99,Sep-99,Oct-99,Nov-99,Dec-99,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17
1.41289524,1.400515,1.40736522,1.37585789,1.36084091,1.37720455,1.360865,1.35492727,1.350735,1.34549524,1.35317619,1.36946842,1.36654546,1.37550001,1.3653381,1.35909524,1.36904545,1.365495,1.36934545,1.37182857,1.369245,1.35063636,1.33837,1.361815,1.34861364,1.3552,1.371835,1.39398182,1.38047143,1.38398095,1.37710455,1.39045,1.38690952,1.38667727,1.41325263,1.4267,1.44080952,1.43397,1.41627727,1.42980952,1.444995,1.46530455,1.48762727,1.53529,1.52134762,1.54504286,1.53937,1.54221905,1.519205,1.497275,1.5175,1.48737619,1.462045,1.46909545,1.48878095,1.49234762,1.47682381,1.477305,1.46745238,1.47325238,1.44893,1.45106667,1.46058261,1.46841579,1.49546818,1.47684091,1.477855,1.48245,1.486165,1.51229524,1.54222381,1.52243684,1.50315455,1.521815,1.5585,1.557485,1.54145455,1.52439524,1.53036667,1.54015909,1.56767895,1.57117727,1.59242381,1.57746842,1.60028636,1.595845,1.587025,1.58135909,1.54965455,1.531685,1.54593636,1.5679381,1.575845,1.57781364,1.57141,1.559315,1.54101818,1.51235,1.47590952,1.45848095,1.38449524,1.35227143,1.38151818,1.39565,1.36322381,1.32184545,1.31257895,1.31283333,1.29599048,1.32896,1.32835652,1.34245238,1.378325,1.35765909,1.32194286,1.31177143,1.28779524,1.24694,1.19607619,1.21910952,1.225335,1.23967,1.2161,1.23601905,1.25550952,1.24021364,1.222745,1.20402273,1.17759048,1.177575,1.18107619,1.161005,1.15728571,1.14889,1.15740435,1.14377368,1.10946364,1.11384545,1.12924,1.11826364,1.116175,1.1286,1.13619524,1.153,1.17593182,1.17066,1.16822727,1.13425,1.0949,1.06516667,1.0503381,1.05822273,1.02535263,0.97523182,0.96711905,1.00314737,1.01113182,0.99908571,1.002025,1.01388636,0.99937143,1.01673333,1.01269545,1.054395,1.05829524,1.18475,1.21817368,1.2345,1.2263,1.24514,1.26451364,1.22404286,1.15092,1.12653182,1.12217727,1.08821,1.0817619,1.05485238,1.059575,1.0544,1.042935,1.05682,1.02300435,1.0050619,1.03992,1.03793182,1.04268571,1.04138571,1.03308571,1.017975,1.0128,1.00774762,0.993845,0.987555,0.9765913,0.958215,0.96797619,0.97675,0.9553,0.98283636,1.0026,1.019825,1.02581905,1.023785,1.0132619,0.99652857,0.99385455,0.99263,1.00984091,1.02807143,1.01393333,0.99214091,0.97829474,0.98720455,0.99704762,0.98956842,0.99213182,1.00984737,1.02473,1.01869545,1.01985909,1.031465,1.04032273,1.0408619,1.03424,1.03635,1.04923,1.063915,1.09419091,1.10551053,1.11071429,1.09912857,1.08937143,1.08307143,1.07391818,1.092725,1.10118095,1.12125455,1.13264737,1.15325238,1.21151905,1.25000526,1.26191364,1.23311429,1.218485,1.23660455,1.28645909,1.31487,1.32669524,1.30726667,1.328035,1.37046667,1.422315,1.37961,1.32261818,1.28185714,1.29420952,1.28955909,1.30503,1.29943636,1.31086667,1.325145,1.3438,1.332935,1.31909048,1.31098947,1.33875217,1.34439474
