REF_DATE,GEO,Screened traffic,VALUE
Sep-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,138789
Sep-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,136942
Sep-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,131075
Sep-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,5867
Sep-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1847
Sep-22,"Calgary International, Alberta",Total screened traffic,509364
Sep-22,"Calgary International, Alberta",Total passengers,505768
Sep-22,"Calgary International, Alberta",Domestic sector passengers,338832
Sep-22,"Calgary International, Alberta",Transborder sector passengers,124356
Sep-22,"Calgary International, Alberta",Other International sector passengers,42580
Sep-22,"Calgary International, Alberta",Non-passengers,3596
Sep-22,"Edmonton International, Alberta",Total screened traffic,244371
Sep-22,"Edmonton International, Alberta",Total passengers,240045
Sep-22,"Edmonton International, Alberta",Domestic sector passengers,218889
Sep-22,"Edmonton International, Alberta",Transborder sector passengers,16399
Sep-22,"Edmonton International, Alberta",Other International sector passengers,4757
Sep-22,"Edmonton International, Alberta",Non-passengers,4326
Sep-22,"Vancouver International, British Columbia",Total screened traffic,777134
Sep-22,"Vancouver International, British Columbia",Total passengers,768861
Sep-22,"Vancouver International, British Columbia",Domestic sector passengers,387285
Sep-22,"Vancouver International, British Columbia",Transborder sector passengers,225607
Sep-22,"Vancouver International, British Columbia",Other International sector passengers,155969
Sep-22,"Vancouver International, British Columbia",Non-passengers,8273
Oct-22,"Total of eight largest airports, Canada",Total screened traffic,4046021
Oct-22,"Total of eight largest airports, Canada",Total passengers,3999690
Oct-22,"Total of eight largest airports, Canada",Domestic sector passengers,2042779
Oct-22,"Total of eight largest airports, Canada",Transborder sector passengers,1059993
Oct-22,"Total of eight largest airports, Canada",Other International sector passengers,896918
Oct-22,"Total of eight largest airports, Canada",Non-passengers,46331
Oct-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,158261
Oct-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,152185
Oct-22,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,138863
Oct-22,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,6305
Oct-22,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,7017
Oct-22,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,6076
Oct-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,643495
Oct-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,637655
Oct-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,197475
Oct-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,191701
Oct-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,248479
Oct-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,5840
Oct-22,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,148973
Oct-22,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,147497
Oct-22,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,138565
Oct-22,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,8932
Oct-22,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,1476
Oct-22,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1460794
Oct-22,"Toronto/Lester B Pearson International, Ontario",Total passengers,1447375
Oct-22,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,511067
Oct-22,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,481470
Oct-22,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,454838
Oct-22,"Toronto/Lester B Pearson International, Ontario",Non-passengers,13419
Oct-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,144223
Oct-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,142106
Oct-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,135051
Oct-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,6364
Oct-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Other International sector passengers,691
Oct-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,2117
Oct-22,"Calgary International, Alberta",Total screened traffic,499861
Oct-22,"Calgary International, Alberta",Total passengers,496383
Oct-22,"Calgary International, Alberta",Domestic sector passengers,330263
Oct-22,"Calgary International, Alberta",Transborder sector passengers,127569
Oct-22,"Calgary International, Alberta",Other International sector passengers,38551
Oct-22,"Calgary International, Alberta",Non-passengers,3478
Oct-22,"Edmonton International, Alberta",Total screened traffic,250321
Oct-22,"Edmonton International, Alberta",Total passengers,245724
Oct-22,"Edmonton International, Alberta",Domestic sector passengers,216518
Oct-22,"Edmonton International, Alberta",Transborder sector passengers,22494
Oct-22,"Edmonton International, Alberta",Other International sector passengers,6712
Oct-22,"Edmonton International, Alberta",Non-passengers,4597
Oct-22,"Vancouver International, British Columbia",Total screened traffic,740093
Oct-22,"Vancouver International, British Columbia",Total passengers,730765
Oct-22,"Vancouver International, British Columbia",Domestic sector passengers,374977
Oct-22,"Vancouver International, British Columbia",Transborder sector passengers,215158
Oct-22,"Vancouver International, British Columbia",Other International sector passengers,140630
Oct-22,"Vancouver International, British Columbia",Non-passengers,9328
Nov-22,"Total of eight largest airports, Canada",Total screened traffic,3723609
Nov-22,"Total of eight largest airports, Canada",Total passengers,3682106
Nov-22,"Total of eight largest airports, Canada",Domestic sector passengers,1718103
Nov-22,"Total of eight largest airports, Canada",Transborder sector passengers,996814
Nov-22,"Total of eight largest airports, Canada",Other International sector passengers,967189
Nov-22,"Total of eight largest airports, Canada",Non-passengers,41503
Nov-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,115431
Nov-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,111226
Nov-22,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,104061
Nov-22,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,3700
Nov-22,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,3465
Nov-22,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,4205
Nov-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,581758
Nov-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,575829
Nov-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,170640
Nov-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,164633
Nov-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Other International sector passengers,240556
Nov-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Non-passengers,5929
Nov-22,"Ottawa/Macdonald-Cartier International, Ontario",Total screened traffic,137383
Nov-22,"Ottawa/Macdonald-Cartier International, Ontario",Total passengers,135480
Nov-22,"Ottawa/Macdonald-Cartier International, Ontario",Domestic sector passengers,112021
Nov-22,"Ottawa/Macdonald-Cartier International, Ontario",Transborder sector passengers,14165
Nov-22,"Ottawa/Macdonald-Cartier International, Ontario",Other International sector passengers,9294
Nov-22,"Ottawa/Macdonald-Cartier International, Ontario",Non-passengers,1903
Nov-22,"Toronto/Lester B Pearson International, Ontario",Total screened traffic,1385891
Nov-22,"Toronto/Lester B Pearson International, Ontario",Total passengers,1373522
Nov-22,"Toronto/Lester B Pearson International, Ontario",Domestic sector passengers,424716
Nov-22,"Toronto/Lester B Pearson International, Ontario",Transborder sector passengers,459277
Nov-22,"Toronto/Lester B Pearson International, Ontario",Other International sector passengers,489529
Nov-22,"Toronto/Lester B Pearson International, Ontario",Non-passengers,12369
Nov-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total screened traffic,128915
Nov-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Total passengers,127075
Nov-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Domestic sector passengers,111222
Nov-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Transborder sector passengers,10768
Nov-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Other International sector passengers,5085
Nov-22,"Winnipeg/James Armstrong Richardson International, Manitoba",Non-passengers,1840
Nov-22,"Calgary International, Alberta",Total screened traffic,451958
Nov-22,"Calgary International, Alberta",Total passengers,448582
Nov-22,"Calgary International, Alberta",Domestic sector passengers,281642
Nov-22,"Calgary International, Alberta",Transborder sector passengers,111148
Nov-22,"Calgary International, Alberta",Other International sector passengers,55792
Nov-22,"Calgary International, Alberta",Non-passengers,3376
Nov-22,"Edmonton International, Alberta",Total screened traffic,250207
Nov-22,"Edmonton International, Alberta",Total passengers,245727
Nov-22,"Edmonton International, Alberta",Domestic sector passengers,194523
Nov-22,"Edmonton International, Alberta",Transborder sector passengers,29985
Nov-22,"Edmonton International, Alberta",Other International sector passengers,21219
Nov-22,"Edmonton International, Alberta",Non-passengers,4480
Nov-22,"Vancouver International, British Columbia",Total screened traffic,672066
Nov-22,"Vancouver International, British Columbia",Total passengers,664665
Nov-22,"Vancouver International, British Columbia",Domestic sector passengers,319278
Nov-22,"Vancouver International, British Columbia",Transborder sector passengers,203138
Nov-22,"Vancouver International, British Columbia",Other International sector passengers,142249
Nov-22,"Vancouver International, British Columbia",Non-passengers,7401
Dec-22,"Total of eight largest airports, Canada",Total screened traffic,4153834
Dec-22,"Total of eight largest airports, Canada",Total passengers,4107680
Dec-22,"Total of eight largest airports, Canada",Domestic sector passengers,1832379
Dec-22,"Total of eight largest airports, Canada",Transborder sector passengers,1043999
Dec-22,"Total of eight largest airports, Canada",Other International sector passengers,1231302
Dec-22,"Total of eight largest airports, Canada",Non-passengers,46154
Dec-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total screened traffic,123561
Dec-22,"Halifax/Robert L Stanfield International, Nova Scotia",Total passengers,121056
Dec-22,"Halifax/Robert L Stanfield International, Nova Scotia",Domestic sector passengers,109530
Dec-22,"Halifax/Robert L Stanfield International, Nova Scotia",Transborder sector passengers,6537
Dec-22,"Halifax/Robert L Stanfield International, Nova Scotia",Other International sector passengers,4989
Dec-22,"Halifax/Robert L Stanfield International, Nova Scotia",Non-passengers,2505
Dec-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total screened traffic,698171
Dec-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Total passengers,691617
Dec-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Domestic sector passengers,179220
Dec-22,"Montréal/Pierre Elliott Trudeau International, Quebec",Transborder sector passengers,180701
